Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,01/05/2022,1st,-,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,0,0,,-
2,1,04/05/2022,2nd,9,Royal Challengers Bengaluru,Maharashtra Cricket Association Stadium,not out,2*,2,100.00,,2,2,,100.00
3,,08/05/2022,1st,-,Delhi Capitals,Dr DY Patil Sports Academy,did not bat,-,-,-,,2,2,,100.00
4,2,12/05/2022,1st,9,Mumbai Indians,Wankhede Stadium,lbw b Kumar Kartikeya,2,3,66.67,,4,5,4.00,80.00
5,,15/05/2022,1st,-,Gujarat Titans,Wankhede Stadium,did not bat,-,-,-,,4,5,4.00,80.00
6,3,20/05/2022,1st,8,Rajasthan Royals,Brabourne Stadium,not out,3*,3,100.00,,7,8,7.00,87.50
7,,05/05/2024,1st,-,Punjab Kings,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,7,8,7.00,87.50
8,,10/05/2024,2nd,-,Gujarat Titans,Narendra Modi Stadium,did not bat,-,-,-,,7,8,7.00,87.50
9,,12/05/2024,2nd,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,-,,7,8,7.00,87.50
10,,18/05/2024,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,7,8,7.00,87.50
11,,23/03/2025,1st,-,Rajasthan Royals,Rajiv Gandhi International Stadium,did not bat,-,-,-,,7,8,7.00,87.50
12,4,27/03/2025,1st,11,Lucknow Super Giants,Rajiv Gandhi International Stadium,not out,3*,4,75.00,,10,12,10.00,83.33
13,5,03/04/2025,2nd,10,Kolkata Knight Riders,Eden Gardens,b C V Varun,0,1,0.00,,10,13,5.00,76.92
14,6,06/04/2025,1st,9,Gujarat Titans,Rajiv Gandhi International Stadium,b Mohammed Siraj,0,2,0.00,,10,15,3.33,66.67
