Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,13/04/2013,2nd,-,Royal Challengers Bengaluru,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
2,,18/04/2013,1st,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,0,0,,-
3,,20/04/2013,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,0,0,,-
4,,22/04/2013,2nd,-,Rajasthan Royals,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
5,,25/04/2013,2nd,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
6,,28/04/2013,1st,-,Kolkata Knight Riders,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
7,,30/04/2013,1st,-,Pune Warriors,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,0,0,,-
8,,02/05/2013,1st,-,Punjab Kings,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
9,1,05/05/2013,2nd,10,Mumbai Indians,Wankhede Stadium,c P S  Suyal b S L Malinga,0,3,0.00,,0,3,0.00,0.00
10,,08/05/2013,1st,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,0,3,0.00,0.00
11,,12/05/2013,1st,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,0,3,0.00,0.00
12,,14/05/2013,1st,-,Delhi Capitals,MA Chidambaram Stadium,did not bat,-,-,-,,0,3,0.00,0.00
13,,18/05/2013,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,0,3,0.00,0.00
14,,21/05/2013,1st,-,Mumbai Indians,Arun Jaitley Stadium,did not bat,-,-,-,,0,3,0.00,0.00
15,2,26/05/2013,2nd,11,Mumbai Indians,Eden Gardens,not out,0*,2,0.00,,0,5,0.00,0.00
16,,18/04/2014,1st,-,Punjab Kings,Sheikh Zayed Stadium,did not bat,-,-,-,,0,5,0.00,0.00
17,,21/04/2014,1st,-,Delhi Capitals,Sheikh Zayed Stadium,did not bat,-,-,-,,0,5,0.00,0.00
18,,23/04/2014,1st,-,Rajasthan Royals,Dubai International Cricket Stadium,did not bat,-,-,-,,0,5,0.00,0.00
19,,25/04/2014,2nd,-,Mumbai Indians,Dubai International Cricket Stadium,did not bat,-,-,-,,0,5,0.00,0.00
20,,27/04/2014,2nd,-,Sunrisers Hyderabad,Sharjah Cricket Stadium,did not bat,-,-,-,,0,5,0.00,0.00
