Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,22/09/2020,1st,1,Chennai Super Kings,Sharjah Cricket Stadium,c & b D L Chahar,6,6,100.00,,6,6,6.00,100.00
2,2,06/10/2020,2nd,1,Mumbai Indians,Sheikh Zayed Stadium,c †Q de Kock b T A Boult,0,2,0.00,,6,8,3.00,75.00
3,3,09/10/2020,2nd,1,Delhi Capitals,Sharjah Cricket Stadium,b M P Stoinis,34,36,94.44,,40,44,13.33,90.91
4,4,24/04/2021,2nd,2,Kolkata Knight Riders,Wankhede Stadium,c sub b Shivam Mavi,22,17,129.41,,62,61,15.50,101.64
5,5,29/04/2021,1st,2,Mumbai Indians,Arun Jaitley Stadium,c & b R D Chahar,32,20,160.00,,94,81,18.80,116.05
6,6,02/05/2021,1st,2,Sunrisers Hyderabad,Arun Jaitley Stadium,lbw b Rashid Khan,12,13,92.31,,106,94,17.67,112.77
7,7,21/09/2021,1st,2,Punjab Kings,Dubai International Cricket Stadium,c M A Agarwal b Harpreet Brar,49,36,136.11,,155,130,22.14,119.23
8,8,25/09/2021,2nd,2,Delhi Capitals,Sheikh Zayed Stadium,c †R R Pant b A Nortje,5,4,125.00,,160,134,20.00,119.40
9,9,27/09/2021,1st,2,Sunrisers Hyderabad,Dubai International Cricket Stadium,b Sandeep Sharma,36,23,156.52,,196,157,21.78,124.84
10,10,29/09/2021,1st,2,Royal Challengers Bengaluru,Dubai International Cricket Stadium,c Mohammed Siraj b D T Christian,31,22,140.91,,227,179,22.70,126.82
11,11,02/10/2021,2nd,2,Chennai Super Kings,Sheikh Zayed Stadium,c †M S Dhoni b K M Asif,50,21,238.10,,277,200,25.18,138.50
12,12,05/10/2021,1st,2,Mumbai Indians,Sharjah Cricket Stadium,c †Ishan Kishan b N M Coulter-Nile,12,9,133.33,,289,209,24.08,138.28
13,13,07/10/2021,2nd,1,Kolkata Knight Riders,Sharjah Cricket Stadium,b Shakib Al Hasan,0,3,0.00,,289,212,22.23,136.32
14,14,29/03/2022,1st,2,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,c A K Markram b R Shepherd,20,16,125.00,,309,228,22.07,135.53
15,15,02/04/2022,1st,2,Mumbai Indians,Dr DY Patil Sports Academy,c T H David b J J Bumrah,1,2,50.00,,310,230,20.67,134.78
16,16,05/04/2022,1st,2,Royal Challengers Bengaluru,Wankhede Stadium,b D J Willey,4,6,66.67,,314,236,19.63,133.05
17,17,07/05/2022,2nd,1,Punjab Kings,Wankhede Stadium,c L S Livingstone b Arshdeep Singh,68,41,165.85,,382,277,22.47,137.91
18,18,11/05/2022,1st,1,Delhi Capitals,Dr DY Patil Sports Academy,c Lalit Yadav b M R Marsh,19,19,100.00,,401,296,22.28,135.47
19,19,15/05/2022,1st,1,Lucknow Super Giants,Brabourne Stadium,c & b A Badoni,41,29,141.38,,442,325,23.26,136.00
20,20,20/05/2022,2nd,1,Chennai Super Kings,Brabourne Stadium,c M Pathirana b P Solanki,59,44,134.09,,501,369,25.05,135.77
21,21,24/05/2022,1st,1,Gujarat Titans,Eden Gardens,c †W P Saha b Y Dayal,3,8,37.50,,504,377,24.00,133.69
22,22,27/05/2022,2nd,1,Royal Challengers Bengaluru,Narendra Modi Stadium,c V Kohli b J R Hazlewood,21,13,161.54,,525,390,23.86,134.62
23,23,29/05/2022,1st,1,Gujarat Titans,Narendra Modi Stadium,c R S Kishore b Y Dayal,22,16,137.50,,547,406,23.78,134.73
24,24,02/04/2023,1st,1,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c M A Agarwal b Fazalhaq Farooqi,54,37,145.95,,601,443,25.04,135.67
25,25,05/04/2023,2nd,1,Punjab Kings,Barsapara Cricket Stadium,c sub b Arshdeep Singh,11,8,137.50,,612,451,24.48,135.70
26,26,08/04/2023,1st,1,Delhi Capitals,Barsapara Cricket Stadium,c & b M Kumar,60,31,193.55,,672,482,25.85,139.42
27,27,12/04/2023,1st,1,Chennai Super Kings,MA Chidambaram Stadium,c S Dube b T U Deshpande,10,8,125.00,,682,490,25.26,139.18
28,28,16/04/2023,2nd,1,Gujarat Titans,Narendra Modi Stadium,c Shubman Gill b H H Pandya,1,7,14.29,,683,497,24.39,137.42
29,29,19/04/2023,2nd,1,Lucknow Super Giants,Sawai Mansingh Stadium,c Avesh Khan b M P Stoinis,44,35,125.71,,727,532,25.07,136.65
