Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,22/03/2024,2nd,2,Royal Challengers Bengaluru,MA Chidambaram Stadium,c R M Patidar b K V Sharma,37,15,246.67,,37,15,37.00,246.67
2,2,26/03/2024,1st,2,Gujarat Titans,MA Chidambaram Stadium,st W P Saha b Rashid Khan,46,20,230.00,,83,35,41.50,237.14
3,3,31/03/2024,2nd,2,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,c T Stubbs b K K Ahmed,2,12,16.67,,85,47,28.33,180.85
4,4,05/04/2024,1st,1,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c A K Markram b B Kumar,12,9,133.33,,97,56,24.25,173.21
5,5,08/04/2024,2nd,1,Kolkata Knight Riders,MA Chidambaram Stadium,c C V Varun b V G Arora,15,8,187.50,,112,64,22.40,175.00
6,6,14/04/2024,1st,2,Mumbai Indians,Wankhede Stadium,c †Ishan Kishan b S Gopal,21,16,131.25,,133,80,22.17,166.25
7,7,19/04/2024,1st,2,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,b Mohsin Khan,0,1,0.00,,133,81,19.00,164.20
8,8,10/05/2024,2nd,2,Gujarat Titans,Narendra Modi Stadium,run out,1,2,50.00,,134,83,16.75,161.45
9,9,12/05/2024,2nd,1,Rajasthan Royals,MA Chidambaram Stadium,c & b R Ashwin,27,18,150.00,,161,101,17.89,159.41
10,10,18/05/2024,2nd,2,Royal Challengers Bengaluru,M Chinnaswamy Stadium,run out,61,37,164.86,,222,138,22.20,160.87
11,11,23/03/2025,2nd,1,Mumbai Indians,MA Chidambaram Stadium,not out,65*,45,144.44,,287,183,28.70,156.83
12,12,28/03/2025,2nd,1,Royal Challengers Bengaluru,MA Chidambaram Stadium,b Y Dayal,41,31,132.26,,328,214,29.82,153.27
13,13,30/03/2025,2nd,1,Rajasthan Royals,Barsapara Cricket Stadium,c †D C Jurel b J C Archer,0,4,0.00,,328,218,27.33,150.46
14,14,05/04/2025,2nd,1,Delhi Capitals,MA Chidambaram Stadium,c & b M Kumar,3,6,50.00,,331,224,25.46,147.77
15,15,08/04/2025,2nd,1,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,st Prabhsimran Singh b G J Maxwell,36,23,156.52,,367,247,26.21,148.58
16,16,11/04/2025,1st,1,Kolkata Knight Riders,MA Chidambaram Stadium,c A M Rahane b H P Rana,4,9,44.44,,371,256,24.73,144.92
17,17,14/04/2025,2nd,2,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,lbw b A K Markram,37,22,168.18,,408,278,25.50,146.76
18,18,20/04/2025,1st,2,Mumbai Indians,Wankhede Stadium,c †R D Rickelton b A Kumar,5,9,55.56,,413,287,24.29,143.90
