Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,02/04/2023,1st,9,Royal Challengers Bengaluru,M Chinnaswamy Stadium,not out,15*,9,166.67,,15,9,,166.67
2,2,08/04/2023,1st,6,Chennai Super Kings,Wankhede Stadium,lbw b M J Santner,2,4,50.00,,17,13,17.00,130.77
3,,11/04/2023,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,17,13,17.00,130.77
4,,30/04/2023,2nd,-,Rajasthan Royals,Wankhede Stadium,did not bat,-,-,-,,17,13,17.00,130.77
5,,03/05/2023,2nd,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,17,13,17.00,130.77
6,3,06/05/2023,1st,8,Chennai Super Kings,MA Chidambaram Stadium,c R D Gaikwad b M Pathirana,1,2,50.00,,18,15,9.00,120.00
7,4,12/04/2024,1st,9,Delhi Capitals,BRSABV Ekana Cricket Stadium,not out,20*,16,125.00,,38,31,19.00,122.58
8,5,14/04/2024,1st,8,Kolkata Knight Riders,Eden Gardens,b M A Starc,5,4,125.00,,43,35,14.33,122.86
9,6,14/05/2024,2nd,8,Delhi Capitals,Arun Jaitley Stadium,not out,58*,33,175.76,,101,68,33.67,148.53
10,7,17/05/2024,1st,6,Mumbai Indians,Wankhede Stadium,c N Wadhera b I D N Thushara,0,1,0.00,,101,69,25.25,146.38
11,8,25/03/2025,2nd,7,Punjab Kings,Narendra Modi Stadium,not out,1*,1,100.00,,102,70,25.50,145.71
12,,02/04/2025,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,102,70,25.50,145.71
13,9,09/04/2025,1st,8,Rajasthan Royals,Narendra Modi Stadium,not out,0*,0,-,,102,70,25.50,145.71
14,,12/04/2025,1st,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,102,70,25.50,145.71
15,,19/04/2025,2nd,-,Delhi Capitals,Narendra Modi Stadium,did not bat,-,-,-,,102,70,25.50,145.71
16,10,06/05/2025,2nd,9,Mumbai Indians,Wankhede Stadium,not out,1*,1,100.00,,103,71,25.75,145.07
17,,18/05/2025,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,103,71,25.75,145.07
18,11,22/05/2025,2nd,7,Lucknow Super Giants,Narendra Modi Stadium,c W P O'Rourke b Shahbaz Ahmed,1,3,33.33,,104,74,20.80,140.54
19,12,25/05/2025,2nd,9,Chennai Super Kings,Narendra Modi Stadium,b Noor Ahmad,20,14,142.86,,124,88,20.67,140.91
