Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,20/09/2021,1st,7,Kolkata Knight Riders,Sheikh Zayed Stadium,lbw b C V Varun,0,1,0.00,,0,1,0.00,0.00
2,2,24/09/2021,1st,7,Chennai Super Kings,Sharjah Cricket Stadium,not out,1*,1,100.00,,1,2,1.00,50.00
3,,27/03/2022,1st,-,Punjab Kings,Dr DY Patil Sports Academy,did not bat,-,-,-,,1,2,1.00,50.00
4,3,30/03/2022,2nd,8,Kolkata Knight Riders,Dr DY Patil Sports Academy,c A D Russell b T G Southee,4,3,133.33,,5,5,2.50,100.00
5,,05/04/2022,2nd,-,Rajasthan Royals,Wankhede Stadium,did not bat,-,-,-,,5,5,2.50,100.00
6,,09/04/2022,2nd,-,Mumbai Indians,Maharashtra Cricket Association Stadium,did not bat,-,-,-,,5,5,2.50,100.00
7,4,12/04/2022,2nd,8,Chennai Super Kings,Dr DY Patil Sports Academy,c C J Jordan b R A Jadeja,7,3,233.33,,12,8,4.00,150.00
8,,16/04/2022,1st,-,Delhi Capitals,Wankhede Stadium,did not bat,-,-,-,,12,8,4.00,150.00
9,,19/04/2022,1st,-,Lucknow Super Giants,Dr DY Patil Sports Academy,did not bat,-,-,-,,12,8,4.00,150.00
10,5,23/04/2022,1st,9,Sunrisers Hyderabad,Brabourne Stadium,b T Natarajan,8,19,42.11,,20,27,5.00,74.07
11,6,26/04/2022,2nd,8,Rajasthan Royals,Maharashtra Cricket Association Stadium,c & b K R Sen,18,13,138.46,,38,40,7.60,95.00
12,,30/04/2022,1st,-,Gujarat Titans,Brabourne Stadium,did not bat,-,-,-,,38,40,7.60,95.00
13,7,04/05/2022,1st,7,Chennai Super Kings,Maharashtra Cricket Association Stadium,c R D Gaikwad b M M Theekshana,0,1,0.00,,38,41,6.33,92.68
14,,08/05/2022,1st,-,Sunrisers Hyderabad,Wankhede Stadium,did not bat,-,-,-,,38,41,6.33,92.68
15,8,13/05/2022,2nd,9,Punjab Kings,Brabourne Stadium,c Harpreet Brar b R D Chahar,1,3,33.33,,39,44,5.57,88.64
16,,19/05/2022,2nd,-,Gujarat Titans,Wankhede Stadium,did not bat,-,-,-,,39,44,5.57,88.64
17,,25/05/2022,1st,-,Lucknow Super Giants,Eden Gardens,did not bat,-,-,-,,39,44,5.57,88.64
18,9,27/05/2022,1st,8,Rajasthan Royals,Narendra Modi Stadium,b M Prasidh Krishna,0,1,0.00,,39,45,4.88,86.67
19,,15/04/2023,1st,-,Delhi Capitals,M Chinnaswamy Stadium,did not bat,-,-,-,,39,45,4.88,86.67
20,10,17/04/2023,2nd,9,Chennai Super Kings,M Chinnaswamy Stadium,not out,2*,2,100.00,,41,47,5.13,87.23
21,,20/04/2023,1st,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,41,47,5.13,87.23
22,11,23/04/2023,1st,8,Rajasthan Royals,M Chinnaswamy Stadium,run out,6,7,85.71,,47,54,5.22,87.04
23,12,26/04/2023,2nd,8,Kolkata Knight Riders,M Chinnaswamy Stadium,c sub b A D Russell,5,4,125.00,,52,58,5.20,89.66
24,13,01/05/2023,1st,8,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,not out,8*,7,114.29,,60,65,6.00,92.31
25,,06/05/2023,1st,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,60,65,6.00,92.31
26,14,09/05/2023,1st,8,Mumbai Indians,Wankhede Stadium,not out,12*,8,150.00,,72,73,7.20,98.63
27,15,26/03/2025,1st,5,Kolkata Knight Riders,Barsapara Cricket Stadium,c A M Rahane b C V Varun,4,4,100.00,,76,77,6.91,98.70
28,16,30/03/2025,1st,6,Chennai Super Kings,Barsapara Cricket Stadium,c V Shankar b R A Jadeja,4,5,80.00,,80,82,6.67,97.56
29,,05/04/2025,1st,-,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bat,-,-,-,,80,82,6.67,97.56
30,,13/04/2025,1st,-,Royal Challengers Bengaluru,Sawai Mansingh Stadium,did not bat,-,-,-,,80,82,6.67,97.56
31,,16/04/2025,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,80,82,6.67,97.56
32,,19/04/2025,2nd,-,Lucknow Super Giants,Sawai Mansingh Stadium,did not bat,-,-,-,,80,82,6.67,97.56
