Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,09/04/2021,1st,8,Royal Challengers Bengaluru,MA Chidambaram Stadium,b H V Patel,0,2,0.00,,0,2,0.00,0.00
2,2,13/04/2021,1st,8,Kolkata Knight Riders,MA Chidambaram Stadium,c P J Cummins b A D Russell,0,1,0.00,,0,3,0.00,0.00
3,,09/04/2022,2nd,-,Chennai Super Kings,Dr DY Patil Sports Academy,did not bat,-,-,-,,0,3,0.00,0.00
4,,11/04/2022,2nd,-,Gujarat Titans,Dr DY Patil Sports Academy,did not bat,-,-,-,,0,3,0.00,0.00
5,,15/04/2022,2nd,-,Kolkata Knight Riders,Brabourne Stadium,did not bat,-,-,-,,0,3,0.00,0.00
6,,17/04/2022,2nd,-,Punjab Kings,Dr DY Patil Sports Academy,did not bat,-,-,-,,0,3,0.00,0.00
7,,23/04/2022,2nd,-,Royal Challengers Bengaluru,Brabourne Stadium,did not bat,-,-,-,,0,3,0.00,0.00
8,3,27/04/2022,1st,8,Gujarat Titans,Wankhede Stadium,not out,8*,5,160.00,,8,8,4.00,100.00
9,4,01/05/2022,2nd,8,Chennai Super Kings,Maharashtra Cricket Association Stadium,not out,0*,0,-,,8,8,4.00,100.00
10,5,14/05/2022,2nd,8,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,c †S W Billings b A D Russell,1,2,50.00,,9,10,3.00,90.00
11,,09/04/2023,2nd,-,Punjab Kings,Rajiv Gandhi International Stadium,did not bat,-,-,-,,9,10,3.00,90.00
12,,14/04/2023,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,9,10,3.00,90.00
13,6,18/04/2023,2nd,8,Mumbai Indians,Rajiv Gandhi International Stadium,c T H David b R P Meredith,13,6,216.67,,22,16,5.50,137.50
14,7,21/04/2023,1st,7,Chennai Super Kings,MA Chidambaram Stadium,not out,17*,22,77.27,,39,38,9.75,102.63
15,8,24/04/2023,2nd,8,Delhi Capitals,Rajiv Gandhi International Stadium,not out,2*,3,66.67,,41,41,10.25,100.00
16,9,04/05/2023,2nd,8,Kolkata Knight Riders,Rajiv Gandhi International Stadium,c †Rahmanullah Gurbaz b V G Arora,1,4,25.00,,42,45,8.40,93.33
17,10,07/05/2023,2nd,8,Rajasthan Royals,Sawai Mansingh Stadium,not out,3*,2,150.00,,45,47,9.00,95.74
18,11,15/05/2023,2nd,8,Gujarat Titans,Narendra Modi Stadium,c H H Pandya b M M Sharma,3,6,50.00,,48,53,8.00,90.57
19,12,23/03/2024,2nd,8,Kolkata Knight Riders,Eden Gardens,not out,1*,1,100.00,,49,54,8.17,90.74
20,,02/05/2024,1st,-,Rajasthan Royals,Rajiv Gandhi International Stadium,did not bat,-,-,-,,49,54,8.17,90.74
21,13,06/05/2024,1st,6,Mumbai Indians,Wankhede Stadium,b H H Pandya,17,12,141.67,,66,66,9.43,100.00
22,,25/03/2025,1st,-,Gujarat Titans,Narendra Modi Stadium,did not bat,-,-,-,,66,66,9.43,100.00
23,,01/04/2025,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,66,66,9.43,100.00
24,14,05/04/2025,2nd,9,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,c S O Hetmeyer b M M Theekshana,3,6,50.00,,69,72,8.63,95.83
25,15,08/04/2025,1st,8,Chennai Super Kings,Maharaja Yadavindra Singh International Cricket St,not out,34*,19,178.95,,103,91,12.88,113.19
26,16,12/04/2025,1st,8,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,5*,5,100.00,,108,96,13.50,112.50
27,17,15/04/2025,1st,9,Kolkata Knight Riders,Maharaja Yadavindra Singh International Cricket St,b S P Narine,1,2,50.00,,109,98,12.11,111.22
28,,18/04/2025,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,109,98,12.11,111.22
29,18,20/04/2025,1st,8,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,not out,25*,20,125.00,,134,118,14.89,113.56
30,19,26/04/2025,1st,5,Kolkata Knight Riders,Eden Gardens,c V R Iyer b V G Arora,3,7,42.86,,137,125,13.70,109.60
31,20,30/04/2025,2nd,8,Chennai Super Kings,MA Chidambaram Stadium,not out,4*,2,200.00,,141,127,14.10,111.02
32,,04/05/2025,1st,-,Lucknow Super Giants,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,141,127,14.10,111.02
33,,18/05/2025,1st,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,141,127,14.10,111.02
34,21,24/05/2025,1st,9,Delhi Capitals,Sawai Mansingh Stadium,c †T Stubbs b Mustafizur Rahman,0,2,0.00,,141,129,12.82,109.30
35,,26/05/2025,2nd,-,Mumbai Indians,Sawai Mansingh Stadium,did not bat,-,-,-,,141,129,12.82,109.30
