Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,28/04/2022,1st,11,Delhi Capitals,Wankhede Stadium,not out,0*,1,0.00,,0,1,,0.00
2,2,07/05/2022,2nd,11,Lucknow Super Giants,Maharashtra Cricket Association Stadium,run out,2,1,200.00,,2,2,2.00,100.00
3,,29/04/2023,1st,-,Gujarat Titans,Eden Gardens,did not bat,-,-,-,,2,2,2.00,100.00
4,3,04/05/2023,1st,10,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,run out,0,1,0.00,,2,3,1.00,66.67
5,,08/05/2023,2nd,-,Punjab Kings,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
6,,11/05/2023,1st,-,Rajasthan Royals,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
7,,14/05/2023,2nd,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,2,3,1.00,66.67
8,,20/05/2023,2nd,-,Lucknow Super Giants,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
9,,23/03/2024,1st,-,Sunrisers Hyderabad,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
10,,29/03/2024,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,2,3,1.00,66.67
11,,03/04/2024,1st,-,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,did not bat,-,-,-,,2,3,1.00,66.67
12,,14/04/2024,2nd,-,Lucknow Super Giants,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
13,,16/04/2024,1st,-,Rajasthan Royals,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
14,,21/04/2024,1st,-,Royal Challengers Bengaluru,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
15,,26/04/2024,1st,-,Punjab Kings,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
16,,29/04/2024,2nd,-,Delhi Capitals,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
17,,05/05/2024,1st,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,2,3,1.00,66.67
18,,11/05/2024,1st,-,Mumbai Indians,Eden Gardens,did not bat,-,-,-,,2,3,1.00,66.67
19,,19/05/2024,2nd,-,Rajasthan Royals,Barsapara Cricket Stadium,did not bat,-,-,-,,2,3,1.00,66.67
20,,21/05/2024,2nd,-,Sunrisers Hyderabad,Narendra Modi Stadium,did not bat,-,-,-,,2,3,1.00,66.67
21,,26/05/2024,2nd,-,Sunrisers Hyderabad,MA Chidambaram Stadium,did not bat,-,-,-,,2,3,1.00,66.67
22,4,22/03/2025,1st,9,Royal Challengers Bengaluru,Eden Gardens,c †J M Sharma b J R Hazlewood,5,6,83.33,,7,9,2.33,77.78
23,,26/03/2025,2nd,-,Rajasthan Royals,Barsapara Cricket Stadium,did not bat,-,-,-,,7,9,2.33,77.78
24,5,31/03/2025,1st,10,Mumbai Indians,Wankhede Stadium,c Naman Dhir b V Puthur,4,8,50.00,,11,17,2.75,64.71
25,,03/04/2025,1st,-,Sunrisers Hyderabad,Eden Gardens,did not bat,-,-,-,,11,17,2.75,64.71
26,6,08/04/2025,2nd,9,Lucknow Super Giants,Eden Gardens,not out,10*,9,111.11,,21,26,5.25,80.77
27,,11/04/2025,2nd,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,21,26,5.25,80.77
28,7,15/04/2025,2nd,9,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,b M Jansen,3,6,50.00,,24,32,4.80,75.00
29,8,21/04/2025,2nd,10,Gujarat Titans,Eden Gardens,not out,1*,2,50.00,,25,34,5.00,73.53
