Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1  (k),1,25/03/2019,1st,5,Rajasthan Royals,Sawai Mansingh Stadium,c A M Rahane b B A Stokes,12,14,85.71,,12,14,12.00,85.71
2  (k),,13/04/2019,1st,-,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,12,14,12.00,85.71
3  (k),2,16/04/2019,1st,5,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,c A M Rahane b J C Archer,5,6,83.33,,17,20,8.50,85.00
4  (k),3,24/04/2019,2nd,5,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c A B de Villiers b N A Saini,46,28,164.29,,63,48,21.00,131.25
5,4,29/04/2019,2nd,4,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c B Kumar b K K Ahmed,21,10,210.00,,84,58,21.00,144.83
6  (k),5,03/05/2019,1st,4,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,c S Sandeep Warrier b N Rana,48,27,177.78,,132,85,26.40,155.29
7  (k),6,05/05/2019,2nd,3,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,c †M S Dhoni b R A Jadeja,36,22,163.64,,168,107,28.00,157.01
8,7,20/09/2020,2nd,4,Delhi Capitals,Dubai International Cricket Stadium,b R Ashwin,0,3,0.00,,168,110,24.00,152.73
9,8,24/09/2020,1st,3,Royal Challengers Bengaluru,Dubai International Cricket Stadium,c A B de Villiers b S Dube,17,18,94.44,,185,128,23.13,144.53
10,9,27/09/2020,1st,4,Rajasthan Royals,Sharjah Cricket Stadium,not out,25*,8,312.50,,210,136,26.25,154.41
11,10,01/10/2020,2nd,4,Mumbai Indians,Sheikh Zayed Stadium,c †Q de Kock b J L Pattinson,44,27,162.96,,254,163,28.22,155.83
12  (k),11,04/10/2020,1st,4,Chennai Super Kings,Dubai International Cricket Stadium,c R A Jadeja b S N Thakur,33,17,194.12,,287,180,28.70,159.44
13,12,08/10/2020,2nd,4,Sunrisers Hyderabad,Dubai International Cricket Stadium,c T Natarajan b Rashid Khan,77,37,208.11,,364,217,33.09,167.74
14,13,10/10/2020,2nd,3,Kolkata Knight Riders,Sheikh Zayed Stadium,b S P Narine,16,10,160.00,,380,227,31.67,167.40
15,14,15/10/2020,2nd,4,Royal Challengers Bengaluru,Sharjah Cricket Stadium,not out,6*,1,600.00,,386,228,32.17,169.30
16,15,18/10/2020,2nd,4,Mumbai Indians,Dubai International Cricket Stadium,c N M Coulter-Nile b J J Bumrah,24,12,200.00,,410,240,31.54,170.83
17,16,20/10/2020,2nd,4,Delhi Capitals,Dubai International Cricket Stadium,c †R R Pant b K Rabada,53,28,189.29,,463,268,33.07,172.76
18,17,24/10/2020,1st,4,Sunrisers Hyderabad,Dubai International Cricket Stadium,not out,32*,28,114.29,,495,296,35.36,167.23
19,18,26/10/2020,2nd,4,Kolkata Knight Riders,Sharjah Cricket Stadium,not out,2*,3,66.67,,497,299,35.50,166.22
20,19,30/10/2020,1st,4,Rajasthan Royals,Sheikh Zayed Stadium,c R Tewatia b B A Stokes,22,10,220.00,,519,309,34.60,167.96
21,20,01/11/2020,1st,4,Chennai Super Kings,Sheikh Zayed Stadium,c †M S Dhoni b S N Thakur,2,6,33.33,,521,315,32.56,165.40
22,21,12/04/2021,1st,5,Rajasthan Royals,Wankhede Stadium,c C Sakariya b C H Morris,0,1,0.00,,521,316,30.65,164.87
23,22,16/04/2021,1st,5,Chennai Super Kings,Wankhede Stadium,c S N Thakur b D L Chahar,0,2,0.00,,521,318,28.94,163.84
24,23,18/04/2021,1st,5,Delhi Capitals,Wankhede Stadium,c K Rabada b Avesh Khan,9,8,112.50,,530,326,27.89,162.58
25,24,21/04/2021,1st,4,Sunrisers Hyderabad,MA Chidambaram Stadium,run out,0,0,-,,530,326,26.50,162.58
26,,23/04/2021,2nd,-,Mumbai Indians,MA Chidambaram Stadium,did not bat,-,-,-,,530,326,26.50,162.58
27,25,26/04/2021,1st,5,Kolkata Knight Riders,Narendra Modi Stadium,b C V Varun,19,19,100.00,,549,345,26.14,159.13
28,26,30/04/2021,1st,4,Royal Challengers Bengaluru,Narendra Modi Stadium,c Shahbaz Ahmed b K A Jamieson,0,3,0.00,,549,348,24.95,157.76
29,27,21/09/2021,2nd,4,Rajasthan Royals,Dubai International Cricket Stadium,c †S V Samson b Kartik Tyagi,32,22,145.45,,581,370,25.26,157.03
30,28,25/09/2021,1st,5,Sunrisers Hyderabad,Sharjah Cricket Stadium,c & b Sandeep Sharma,8,4,200.00,,589,374,24.54,157.49
31,29,28/09/2021,1st,5,Mumbai Indians,Sheikh Zayed Stadium,lbw b J J Bumrah,2,3,66.67,,591,377,23.64,156.76
32,30,01/10/2021,2nd,3,Kolkata Knight Riders,Dubai International Cricket Stadium,c Shivam Mavi b C V Varun,12,7,171.43,,603,384,23.19,157.03
33,31,03/10/2021,2nd,3,Royal Challengers Bengaluru,Sharjah Cricket Stadium,c D Padikkal b Y S Chahal,3,7,42.86,,606,391,22.44,154.99
34  (k),32,29/03/2022,2nd,4,Rajasthan Royals,Maharashtra Cricket Association Stadium,lbw b T A Boult,0,9,0.00,,606,400,21.64,151.50
35  (k),33,04/04/2022,2nd,5,Lucknow Super Giants,Dr DY Patil Sports Academy,c D J Hooda b Avesh Khan,34,24,141.67,,640,424,22.07,150.94
36  (k),34,09/04/2022,2nd,4,Chennai Super Kings,Dr DY Patil Sports Academy,not out,5*,2,250.00,,645,426,22.24,151.41
37  (k),35,11/04/2022,2nd,4,Gujarat Titans,Dr DY Patil Sports Academy,not out,34*,18,188.89,,679,444,23.41,152.93
38  (k),36,15/04/2022,2nd,5,Kolkata Knight Riders,Brabourne Stadium,not out,5*,8,62.50,,684,452,23.59,151.33
