Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,06/04/2012,2nd,6,Pune Warriors,Wankhede Stadium,b M N Samuels,0,4,0.00,,0,4,0.00,0.00
2,2,16/04/2014,1st,7,Mumbai Indians,Sheikh Zayed Stadium,not out,13*,5,260.00,,13,9,13.00,144.44
3,3,19/04/2014,1st,7,Delhi Capitals,Dubai International Cricket Stadium,not out,8*,3,266.67,,21,12,21.00,175.00
4,4,24/04/2014,1st,7,Royal Challengers Bengaluru,Sharjah Cricket Stadium,not out,24*,18,133.33,,45,30,45.00,150.00
5,5,26/04/2014,2nd,7,Punjab Kings,Sheikh Zayed Stadium,c M G Johnson b Sandeep Sharma,34,17,200.00,,79,47,39.50,168.09
6,6,29/04/2014,2nd,5,Rajasthan Royals,Sheikh Zayed Stadium,c S P D Smith b J P Faulkner,31,19,163.16,,110,66,36.67,166.67
7,7,02/05/2014,2nd,6,Chennai Super Kings,JSCA International Stadium Complex,lbw b R A Jadeja,8,13,61.54,,118,79,29.50,149.37
8,8,05/05/2014,2nd,8,Rajasthan Royals,Narendra Modi Stadium,not out,9*,17,52.94,,127,96,31.75,132.29
9,,07/05/2014,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,127,96,31.75,132.29
10,,11/05/2014,2nd,-,Punjab Kings,Barabati Stadium,did not bat,-,-,-,,127,96,31.75,132.29
11,,14/05/2014,2nd,-,Mumbai Indians,Barabati Stadium,did not bat,-,-,-,,127,96,31.75,132.29
12,,18/05/2014,2nd,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,127,96,31.75,132.29
13,,20/05/2014,2nd,-,Chennai Super Kings,Eden Gardens,did not bat,-,-,-,,127,96,31.75,132.29
14,,22/05/2014,1st,-,Royal Challengers Bengaluru,Eden Gardens,did not bat,-,-,-,,127,96,31.75,132.29
15,9,24/05/2014,2nd,7,Sunrisers Hyderabad,Eden Gardens,not out,12*,5,240.00,,139,101,34.75,137.62
16,10,28/05/2014,1st,7,Punjab Kings,Eden Gardens,b Karanveer Singh,20,14,142.86,,159,115,31.80,138.26
17,11,01/06/2014,2nd,7,Punjab Kings,M Chinnaswamy Stadium,c M Vohra b M G Johnson,5,6,83.33,,164,121,27.33,135.54
18,12,08/04/2015,2nd,4,Mumbai Indians,Eden Gardens,not out,46*,20,230.00,,210,141,35.00,148.94
19,13,11/04/2015,1st,4,Royal Challengers Bengaluru,Eden Gardens,c Mandeep Singh b H V Patel,11,9,122.22,,221,150,31.57,147.33
20,14,18/04/2015,2nd,4,Punjab Kings,Maharashtra Cricket Association Stadium,c †W P Saha b N L T C Perera,23,10,230.00,,244,160,30.50,152.50
21,15,20/04/2015,2nd,4,Delhi Capitals,Arun Jaitley Stadium,c †K M Jadhav b N M Coulter-Nile,24,16,150.00,,268,176,29.78,152.27
22,16,22/04/2015,2nd,6,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,not out,2*,2,100.00,,270,178,30.00,151.69
23,17,28/04/2015,2nd,4,Chennai Super Kings,MA Chidambaram Stadium,c D J J Bravo b M M Sharma,16,26,61.54,,286,204,28.60,140.20
24,18,30/04/2015,2nd,4,Chennai Super Kings,Eden Gardens,c D J J Bravo b R G  More,2,3,66.67,,288,207,26.18,139.13
25,19,02/05/2015,1st,6,Royal Challengers Bengaluru,M Chinnaswamy Stadium,not out,0*,2,0.00,,288,209,26.18,137.80
26,20,04/05/2015,1st,8,Sunrisers Hyderabad,Eden Gardens,c M C Henriques b B Kumar,6,3,200.00,,294,212,24.50,138.68
27,21,07/05/2015,1st,7,Delhi Capitals,Eden Gardens,not out,7*,7,100.00,,301,219,25.08,137.44
28,22,09/05/2015,2nd,4,Punjab Kings,Eden Gardens,b Gurkeerat Singh,9,9,100.00,,310,228,23.85,135.96
29,23,14/05/2015,2nd,7,Mumbai Indians,Wankhede Stadium,c A T Rayudu b M J McClenaghan,11,5,220.00,,321,233,22.93,137.77
30,24,16/05/2015,2nd,6,Rajasthan Royals,Brabourne Stadium,c †S V Samson b C H Morris,0,1,0.00,,321,234,21.40,137.18
31,,10/04/2016,2nd,-,Delhi Capitals,Eden Gardens,did not bat,-,-,-,,321,234,21.40,137.18
32,25,13/04/2016,1st,7,Mumbai Indians,Eden Gardens,not out,4*,1,400.00,,325,235,21.67,138.30
33,,16/04/2016,2nd,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,325,235,21.67,138.30
34,26,19/04/2016,2nd,5,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,not out,11*,9,122.22,,336,244,22.40,137.70
35,27,24/04/2016,2nd,3,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,lbw b M Ashwin,60,49,122.45,,396,293,24.75,135.15
36,28,28/04/2016,1st,4,Mumbai Indians,Wankhede Stadium,c & b T G Southee,21,17,123.53,,417,310,24.53,134.52
37,29,30/04/2016,2nd,5,Delhi Capitals,Arun Jaitley Stadium,c S S Iyer b C R Brathwaite,21,13,161.54,,438,323,24.33,135.60
38,30,02/05/2016,2nd,7,Royal Challengers Bengaluru,M Chinnaswamy Stadium,not out,10*,5,200.00,,448,328,24.89,136.59
39,,04/05/2016,1st,-,Punjab Kings,Eden Gardens,did not bat,-,-,-,,448,328,24.89,136.59
40,31,08/05/2016,1st,4,Gujarat Lions,Eden Gardens,c S K Raina b D R Smith,4,12,33.33,,452,340,23.79,132.94
41,,14/05/2016,2nd,-,Rising Pune Supergiant,Eden Gardens,did not bat,-,-,-,,452,340,23.79,132.94
42,32,16/05/2016,1st,6,Royal Challengers Bengaluru,Eden Gardens,c Iqbal Abdulla b S Aravind,5,5,100.00,,457,345,22.85,132.46
43,33,19/05/2016,1st,7,Gujarat Lions,Green Park,c D S Kulkarni b S B Jakati,17,14,121.43,,474,359,22.57,132.03
