Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,26/04/2019,1st,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
2,,02/05/2022,2nd,-,Rajasthan Royals,Wankhede Stadium,did not bat,-,-,-,,0,0,,-
3,1,07/05/2022,2nd,8,Lucknow Super Giants,Maharashtra Cricket Association Stadium,c †Q de Kock b Avesh Khan,0,2,0.00,,0,2,0.00,0.00
4,2,01/04/2023,2nd,3,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,c Sikandar Raza b Arshdeep Singh,4,5,80.00,,4,7,2.00,57.14
5,3,20/04/2023,1st,9,Delhi Capitals,Arun Jaitley Stadium,lbw b Kuldeep Yadav,0,1,0.00,,4,8,1.33,50.00
6,4,04/05/2023,1st,9,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,13*,7,185.71,,17,15,5.67,113.33
7,5,11/05/2023,1st,8,Rajasthan Royals,Eden Gardens,not out,6*,6,100.00,,23,21,7.67,109.52
8,,29/03/2024,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,23,21,7.67,109.52
9,6,08/04/2024,1st,9,Chennai Super Kings,MA Chidambaram Stadium,not out,3*,3,100.00,,26,24,8.67,108.33
10,,26/04/2024,1st,-,Punjab Kings,Eden Gardens,did not bat,-,-,-,,26,24,8.67,108.33
11,,19/05/2024,2nd,-,Rajasthan Royals,Barsapara Cricket Stadium,did not bat,-,-,-,,26,24,8.67,108.33
