Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,20/04/2019,2nd,7,Punjab Kings,Arun Jaitley Stadium,not out,2*,2,100.00,,2,2,,100.00
2,2,22/04/2019,2nd,5,Rajasthan Royals,Sawai Mansingh Stadium,c R Parag b D S Kulkarni,11,5,220.00,,13,7,13.00,185.71
3,3,28/04/2019,1st,6,Royal Challengers Bengaluru,Arun Jaitley Stadium,not out,28*,13,215.38,,41,20,41.00,205.00
4,4,01/05/2019,2nd,7,Chennai Super Kings,MA Chidambaram Stadium,c D L Chahar b Imran Tahir,2,4,50.00,,43,24,21.50,179.17
5,5,04/05/2019,2nd,6,Rajasthan Royals,Arun Jaitley Stadium,c L S Livingstone b S Gopal,11,6,183.33,,54,30,18.00,180.00
6,6,08/05/2019,2nd,7,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,c Mohammad Nabi b B Kumar,9,12,75.00,,63,42,15.75,150.00
7,7,10/05/2019,1st,7,Chennai Super Kings,Dr YS Rajasekhara Reddy Cricket Stadium,c S R Watson b Harbhajan Singh,10,12,83.33,,73,54,14.60,135.19
8,,27/03/2022,1st,-,Punjab Kings,Dr DY Patil Sports Academy,did not bat,-,-,-,,73,54,14.60,135.19
9,8,30/03/2022,2nd,5,Kolkata Knight Riders,Dr DY Patil Sports Academy,c †S P Jackson b T G Southee,28,40,70.00,,101,94,16.83,107.45
10,9,05/04/2022,2nd,5,Rajasthan Royals,Wankhede Stadium,c N A Saini b T A Boult,5,10,50.00,,106,104,15.14,101.92
11,10,25/03/2025,2nd,4,Punjab Kings,Narendra Modi Stadium,b Arshdeep Singh,46,28,164.29,,152,132,19.00,115.15
12,11,29/03/2025,1st,5,Mumbai Indians,Narendra Modi Stadium,c M J Santner b D L Chahar,18,11,163.64,,170,143,18.89,118.88
13,12,02/04/2025,2nd,4,Royal Challengers Bengaluru,M Chinnaswamy Stadium,not out,30*,18,166.67,,200,161,22.22,124.22
14,13,06/04/2025,2nd,5,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,not out,35*,16,218.75,,235,177,26.11,132.77
15,14,09/04/2025,1st,5,Rajasthan Royals,Narendra Modi Stadium,c †S V Samson b Sandeep Sharma,7,3,233.33,,242,180,24.20,134.44
16,15,12/04/2025,1st,5,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,lbw b S N Thakur,22,19,115.79,,264,199,24.00,132.66
17,16,19/04/2025,2nd,4,Delhi Capitals,Narendra Modi Stadium,c M A Starc b M Kumar,43,34,126.47,,307,233,25.58,131.76
18,,21/04/2025,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,307,233,25.58,131.76
19,17,06/05/2025,2nd,4,Mumbai Indians,Wankhede Stadium,lbw b T A Boult,28,15,186.67,,335,248,25.77,135.08
20,,18/05/2025,2nd,-,Delhi Capitals,Arun Jaitley Stadium,did not bat,-,-,-,,335,248,25.77,135.08
21,18,22/05/2025,2nd,4,Lucknow Super Giants,Narendra Modi Stadium,c sub b W P O'Rourke,38,22,172.73,,373,270,26.64,138.15
22,19,25/05/2025,2nd,4,Chennai Super Kings,Narendra Modi Stadium,c Ayush Mhatre b Anshul Kamboj,0,4,0.00,,373,274,24.87,136.13
