Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,11/05/2016,2nd,4,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c S T R Binny b Y S Chahal,9,11,81.82,,9,11,9.00,81.82
2,2,13/05/2016,1st,4,Punjab Kings,Dr YS Rajasekhara Reddy Cricket Stadium,c †W P Saha b M P Stoinis,25,28,89.29,,34,39,17.00,87.18
3,,15/05/2016,1st,-,Delhi Capitals,Dr YS Rajasekhara Reddy Cricket Stadium,did not bat,-,-,-,,34,39,17.00,87.18
4,3,21/05/2016,1st,3,Gujarat Lions,Green Park,c D S Kulkarni b D J J Bravo,70,36,194.44,,104,75,34.67,138.67
5,4,06/04/2017,1st,4,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,c R Bhatia b A Zampa,34,28,121.43,,138,103,34.50,133.98
6,5,09/04/2017,2nd,3,Kolkata Knight Riders,Wankhede Stadium,c S P Narine b A S Rajpoot,50,29,172.41,,188,132,37.60,142.42
7,6,12/04/2017,2nd,4,Sunrisers Hyderabad,Wankhede Stadium,b B Kumar,45,36,125.00,,233,168,38.83,138.69
8,7,14/04/2017,2nd,5,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c S Aravind b S Badree,11,16,68.75,,244,184,34.86,132.61
9,8,16/04/2017,2nd,3,Gujarat Lions,Wankhede Stadium,c †K D Karthik b A J Tye,53,36,147.22,,297,220,37.13,135.00
10,9,20/04/2017,2nd,3,Punjab Kings,Holkar Cricket Stadium,not out,62*,34,182.35,,359,254,44.88,141.34
11,10,22/04/2017,1st,3,Delhi Capitals,Wankhede Stadium,c C J Anderson b P J Cummins,8,9,88.89,,367,263,40.78,139.54
12,11,24/04/2017,2nd,3,Rising Pune Supergiant,Wankhede Stadium,c J D Unadkat b D T Christian,3,9,33.33,,370,272,37.00,136.03
13,12,29/04/2017,2nd,3,Gujarat Lions,Saurashtra Cricket Association Stadium,lbw b Ankit Soni,19,16,118.75,,389,288,35.36,135.07
14,13,01/05/2017,2nd,3,Royal Challengers Bengaluru,Wankhede Stadium,c T M Head b P Negi,27,28,96.43,,416,316,34.67,131.65
15,,06/05/2017,1st,-,Delhi Capitals,Barabati Stadium,did not bat,-,-,-,,416,316,34.67,131.65
16,14,08/05/2017,1st,3,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c B Kumar b S Kaul,9,11,81.82,,425,327,32.69,129.97
17,15,11/05/2017,2nd,3,Punjab Kings,Wankhede Stadium,c M J Guptill b A R Patel,12,12,100.00,,437,339,31.21,128.91
18,16,08/04/2018,2nd,4,Royal Challengers Bengaluru,Eden Gardens,lbw b Washington Sundar,34,25,136.00,,471,364,31.40,129.40
19,17,10/04/2018,1st,4,Chennai Super Kings,MA Chidambaram Stadium,c †M S Dhoni b S R Watson,16,14,114.29,,487,378,30.44,128.84
20,18,14/04/2018,1st,3,Sunrisers Hyderabad,Eden Gardens,c M K Pandey b B Stanlake,18,16,112.50,,505,394,29.71,128.17
