Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,12/04/2024,2nd,3,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,c Arshad Khan b Naveen-ul-Haq,55,35,157.14,,55,35,55.00,157.14
2,2,17/04/2024,2nd,2,Gujarat Titans,Narendra Modi Stadium,c A Manohar b S H Johnson,20,10,200.00,,75,45,37.50,166.67
3,3,20/04/2024,2nd,3,Sunrisers Hyderabad,Arun Jaitley Stadium,c †H Klaasen b M Markande,65,18,361.11,,140,63,46.67,222.22
4,4,24/04/2024,1st,2,Gujarat Titans,Arun Jaitley Stadium,c Noor Ahmad b S Sandeep Warrier,23,14,164.29,,163,77,40.75,211.69
5,5,27/04/2024,1st,1,Mumbai Indians,Arun Jaitley Stadium,c Mohammad Nabi b P P Chawla,84,27,311.11,,247,104,49.40,237.50
6,6,29/04/2024,1st,2,Kolkata Knight Riders,Eden Gardens,c V R Iyer b M A Starc,12,7,171.43,,259,111,43.17,233.33
7,7,07/05/2024,1st,1,Rajasthan Royals,Arun Jaitley Stadium,c D Ferreira b R Ashwin,50,20,250.00,,309,131,44.14,235.88
8,8,12/05/2024,2nd,2,Royal Challengers Bengaluru,M Chinnaswamy Stadium,run out,21,8,262.50,,330,139,41.25,237.41
9,9,14/05/2024,1st,1,Lucknow Super Giants,Arun Jaitley Stadium,c Naveen-ul-Haq b Arshad Khan,0,2,0.00,,330,141,36.67,234.04
10,10,24/03/2025,2nd,1,Lucknow Super Giants,Dr YS Rajasekhara Reddy Cricket Stadium,c A Badoni b S N Thakur,1,2,50.00,,331,143,33.10,231.47
11,11,30/03/2025,2nd,1,Sunrisers Hyderabad,Dr YS Rajasekhara Reddy Cricket Stadium,c & b Z Ansari,38,32,118.75,,369,175,33.55,210.86
12,12,05/04/2025,1st,1,Chennai Super Kings,MA Chidambaram Stadium,c R Ashwin b K K Ahmed,0,5,0.00,,369,180,30.75,205.00
13,13,10/04/2025,2nd,2,Royal Challengers Bengaluru,M Chinnaswamy Stadium,c †J M Sharma b B Kumar,7,6,116.67,,376,186,28.92,202.15
14,14,13/04/2025,2nd,1,Mumbai Indians,Arun Jaitley Stadium,c W G Jacks b D L Chahar,0,1,0.00,,376,187,26.86,201.07
15,15,16/04/2025,1st,1,Rajasthan Royals,Arun Jaitley Stadium,c Y B K Jaiswal b J C Archer,9,6,150.00,,385,193,25.67,199.48
