Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,,03/05/2023,2nd,-,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,0,0,,-
2,,06/05/2023,1st,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
3,,09/05/2023,2nd,-,Royal Challengers Bengaluru,Wankhede Stadium,did not bat,-,-,-,,0,0,,-
4,,12/05/2023,1st,-,Gujarat Titans,Wankhede Stadium,did not bat,-,-,-,,0,0,,-
5,,16/05/2023,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,0,0,,-
6,,21/05/2023,2nd,-,Sunrisers Hyderabad,Wankhede Stadium,did not bat,-,-,-,,0,0,,-
7,,24/05/2023,1st,-,Lucknow Super Giants,MA Chidambaram Stadium,did not bat,-,-,-,,0,0,,-
8,,26/05/2023,2nd,-,Gujarat Titans,Narendra Modi Stadium,did not bat,-,-,-,,0,0,,-
9,1,01/04/2024,1st,11,Rajasthan Royals,Wankhede Stadium,not out,4*,5,80.00,,4,5,,80.00
10,,07/04/2024,1st,-,Delhi Capitals,Wankhede Stadium,did not bat,-,-,-,,4,5,,80.00
11,,11/04/2024,2nd,-,Royal Challengers Bengaluru,Wankhede Stadium,did not bat,-,-,-,,4,5,,80.00
12,,14/04/2024,2nd,-,Chennai Super Kings,Wankhede Stadium,did not bat,-,-,-,,4,5,,80.00
13,,18/04/2024,1st,-,Punjab Kings,Maharaja Yadavindra Singh International Cricket St,did not bat,-,-,-,,4,5,,80.00
