Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1  (k),1,01/04/2023,2nd,2,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,b N Ellis,22,16,137.50,,22,16,22.00,137.50
2  (k),2,06/04/2023,1st,1,Royal Challengers Bengaluru,Eden Gardens,c Akash Deep b K V Sharma,57,44,129.55,,79,60,39.50,131.67
3  (k),3,09/04/2023,2nd,1,Gujarat Titans,Narendra Modi Stadium,c Y Dayal b Mohammed Shami,15,12,125.00,,94,72,31.33,130.56
4  (k),4,14/04/2023,2nd,1,Sunrisers Hyderabad,Eden Gardens,c Umran Malik b B Kumar,0,3,0.00,,94,75,23.50,125.33
5  (k),5,16/04/2023,1st,1,Mumbai Indians,Wankhede Stadium,c D Jansen b P P Chawla,8,12,66.67,,102,87,20.40,117.24
6,6,29/04/2023,1st,2,Gujarat Titans,Eden Gardens,c Rashid Khan b Noor Ahmad,81,39,207.69,,183,126,30.50,145.24
7  (k),7,04/05/2023,1st,2,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,c H C Brook b M Jansen,0,1,0.00,,183,127,26.14,144.09
8  (k),8,08/05/2023,2nd,2,Punjab Kings,Eden Gardens,lbw b N Ellis,15,12,125.00,,198,139,24.75,142.45
9  (k),9,11/05/2023,1st,2,Rajasthan Royals,Eden Gardens,c Sandeep Sharma b T A Boult,18,12,150.00,,216,151,24.00,143.05
10  (k),10,14/05/2023,2nd,2,Chennai Super Kings,MA Chidambaram Stadium,c T U Deshpande b D L Chahar,1,4,25.00,,217,155,21.70,140.00
11  (k),11,20/05/2023,2nd,4,Lucknow Super Giants,Eden Gardens,c Ravi Bishnoi b Y Thakur,10,15,66.67,,227,170,20.64,133.53
12  (k),,19/05/2024,2nd,-,Rajasthan Royals,Barsapara Cricket Stadium,did not bat,-,-,-,,227,170,20.64,133.53
13  (k),12,21/05/2024,2nd,1,Sunrisers Hyderabad,Narendra Modi Stadium,c Vijayakanth Viyaskanth b T Natarajan,23,14,164.29,,250,184,20.83,135.87
14  (k),13,26/05/2024,2nd,1,Sunrisers Hyderabad,MA Chidambaram Stadium,lbw b Shahbaz Ahmed,39,32,121.88,,289,216,22.23,133.80
15  (k),14,21/04/2025,2nd,1,Gujarat Titans,Eden Gardens,lbw b Mohammed Siraj,1,4,25.00,,290,220,20.71,131.82
