Match,Innings,Date,M/Inns,Posn,Versus,Ground,How Dismissed,Runs,B/F,S/R,,Runs,B/F,Avg,S/R
1,1,20/04/2019,1st,8,Delhi Capitals,Arun Jaitley Stadium,not out,20*,12,166.67,,20,12,,166.67
2,,05/05/2019,2nd,-,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,20,12,,166.67
3,,04/10/2020,1st,-,Chennai Super Kings,Dubai International Cricket Stadium,did not bat,-,-,-,,20,12,,166.67
4,2,30/04/2021,1st,7,Royal Challengers Bengaluru,Narendra Modi Stadium,not out,25*,17,147.06,,45,29,,155.17
5,3,02/05/2021,1st,8,Delhi Capitals,Narendra Modi Stadium,not out,4*,2,200.00,,49,31,,158.06
6,,21/09/2021,2nd,-,Rajasthan Royals,Dubai International Cricket Stadium,did not bat,-,-,-,,49,31,,158.06
7,4,25/09/2021,1st,7,Sunrisers Hyderabad,Sharjah Cricket Stadium,not out,18*,18,100.00,,67,49,,136.73
8,5,28/09/2021,1st,7,Mumbai Indians,Sheikh Zayed Stadium,not out,14*,19,73.68,,81,68,,119.12
9,6,03/10/2021,2nd,8,Royal Challengers Bengaluru,Sharjah Cricket Stadium,not out,3*,2,150.00,,84,70,,120.00
10,,07/10/2021,2nd,-,Chennai Super Kings,Dubai International Cricket Stadium,did not bat,-,-,-,,84,70,,120.00
11,,27/03/2022,2nd,-,Royal Challengers Bengaluru,Dr DY Patil Sports Academy,did not bat,-,-,-,,84,70,,120.00
12,7,01/04/2022,1st,7,Kolkata Knight Riders,Wankhede Stadium,b U T Yadav,14,18,77.78,,98,88,98.00,111.36
13,8,13/05/2022,1st,7,Royal Challengers Bengaluru,Brabourne Stadium,c †K D Karthik b H V Patel,7,5,140.00,,105,93,52.50,112.90
14,9,16/05/2022,2nd,7,Delhi Capitals,Dr DY Patil Sports Academy,b Kuldeep Yadav,1,2,50.00,,106,95,35.33,111.58
15,,22/05/2022,2nd,-,Sunrisers Hyderabad,Wankhede Stadium,did not bat,-,-,-,,106,95,35.33,111.58
16,,01/04/2023,1st,-,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,106,95,35.33,111.58
17,,05/04/2023,1st,-,Rajasthan Royals,Barsapara Cricket Stadium,did not bat,-,-,-,,106,95,35.33,111.58
18,10,09/04/2023,1st,8,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,b Umran Malik,1,2,50.00,,107,97,26.75,110.31
19,11,13/04/2023,1st,8,Gujarat Titans,Punjab Cricket Association IS Bindra Stadium,not out,8*,5,160.00,,115,102,28.75,112.75
20,12,15/04/2023,2nd,9,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,c †N Pooran b M A Wood,6,4,150.00,,121,106,24.20,114.15
21,13,20/04/2023,2nd,9,Royal Challengers Bengaluru,Punjab Cricket Association IS Bindra Stadium,b Mohammed Siraj,13,13,100.00,,134,119,22.33,112.61
22,14,22/04/2023,1st,9,Mumbai Indians,Wankhede Stadium,run out,5,2,250.00,,139,121,19.86,114.88
23,,30/04/2023,2nd,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,139,121,19.86,114.88
24,,03/05/2023,1st,-,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,did not bat,-,-,-,,139,121,19.86,114.88
25,15,08/05/2023,1st,9,Kolkata Knight Riders,Eden Gardens,not out,17*,9,188.89,,156,130,22.29,120.00
26,16,13/05/2023,1st,6,Delhi Capitals,Arun Jaitley Stadium,c M R Marsh b Kuldeep Yadav,2,5,40.00,,158,135,19.75,117.04
27,17,17/05/2023,2nd,8,Delhi Capitals,Himachal Pradesh Cricket Association Stadium,run out,0,1,0.00,,158,136,17.56,116.18
28,,19/05/2023,1st,-,Rajasthan Royals,Himachal Pradesh Cricket Association Stadium,did not bat,-,-,-,,158,136,17.56,116.18
29,18,23/03/2024,2nd,8,Delhi Capitals,Maharaja Yadavindra Singh International Cricket St,not out,2*,2,100.00,,160,138,17.78,115.94
30,19,25/03/2024,1st,8,Royal Challengers Bengaluru,M Chinnaswamy Stadium,not out,2*,2,100.00,,162,140,18.00,115.71
31,,30/03/2024,2nd,-,Lucknow Super Giants,BRSABV Ekana Cricket Stadium,did not bat,-,-,-,,162,140,18.00,115.71
32,20,04/04/2024,2nd,9,Gujarat Titans,Narendra Modi Stadium,not out,1*,2,50.00,,163,142,18.11,114.79
33,,09/04/2024,2nd,-,Sunrisers Hyderabad,Maharaja Yadavindra Singh International Cricket St,did not bat,-,-,-,,163,142,18.11,114.79
34,21,13/04/2024,1st,9,Rajasthan Royals,Maharaja Yadavindra Singh International Cricket St,not out,3*,3,100.00,,166,145,18.44,114.48
35,22,18/04/2024,2nd,9,Mumbai Indians,Maharaja Yadavindra Singh International Cricket St,c Mohammad Nabi b H H Pandya,21,20,105.00,,187,165,18.70,113.33
36,23,21/04/2024,1st,9,Gujarat Titans,Maharaja Yadavindra Singh International Cricket St,c Shahrukh Khan b R S Kishore,29,12,241.67,,216,177,19.64,122.03
37,,26/04/2024,2nd,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,216,177,19.64,122.03
38,,01/05/2024,2nd,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,216,177,19.64,122.03
39,24,05/05/2024,2nd,8,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,not out,17*,13,130.77,,233,190,21.18,122.63
40,,15/05/2024,2nd,-,Rajasthan Royals,Barsapara Cricket Stadium,did not bat,-,-,-,,233,190,21.18,122.63
41,,19/05/2024,1st,-,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,did not bat,-,-,-,,233,190,21.18,122.63
42,,18/04/2025,2nd,-,Royal Challengers Bengaluru,M Chinnaswamy Stadium,did not bat,-,-,-,,233,190,21.18,122.63
43,,20/04/2025,1st,-,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,did not bat,-,-,-,,233,190,21.18,122.63
44,,26/04/2025,1st,-,Kolkata Knight Riders,Eden Gardens,did not bat,-,-,-,,233,190,21.18,122.63
45,,30/04/2025,2nd,-,Chennai Super Kings,MA Chidambaram Stadium,did not bat,-,-,-,,233,190,21.18,122.63
46,,18/05/2025,1st,-,Rajasthan Royals,Sawai Mansingh Stadium,did not bat,-,-,-,,233,190,21.18,122.63
47,25,24/05/2025,1st,10,Delhi Capitals,Sawai Mansingh Stadium,not out,7*,2,350.00,,240,192,21.82,125.00
48,,26/05/2025,2nd,-,Mumbai Indians,Sawai Mansingh Stadium,did not bat,-,-,-,,240,192,21.82,125.00
49,26,29/05/2025,1st,10,Royal Challengers Bengaluru,Maharaja Yadavindra Singh International Cricket St,b R Shepherd,4,11,36.36,,244,203,20.33,120.20
