Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
YASHASVI JAISWAL,2020-09-22,6,6,100.0,0.0,0.0,0.0,0.0,0.0,0.0,6
YASHASVI JAISWAL,2020-10-06,0,2,0.0,6.0,100.0,6.0,6.0,6.0,100.0,0
YASHASVI JAISWAL,2020-10-09,34,36,94.44,3.0,50.0,4.0,3.0,4.0,50.0,38
YASHASVI JAISWAL,2021-04-24,22,17,129.41,13.33,64.81,14.67,13.33,14.67,64.81,22
YASHASVI JAISWAL,2021-04-29,32,20,160.0,15.5,80.96,15.25,15.5,15.25,80.96,40
YASHASVI JAISWAL,2021-05-02,12,13,92.31,18.8,96.77,16.2,22.0,18.75,95.96,12
YASHASVI JAISWAL,2021-09-21,49,36,136.11,17.67,96.03,15.67,25.0,21.5,119.04,57
YASHASVI JAISWAL,2021-09-25,5,4,125.0,22.14,101.75,18.57,28.75,21.5,129.46,5
YASHASVI JAISWAL,2021-09-27,36,23,156.52,20.0,104.66,16.75,24.5,18.25,128.36,44
YASHASVI JAISWAL,2021-09-29,31,22,140.91,21.78,110.42,17.44,25.5,19.0,127.49,39
YASHASVI JAISWAL,2021-10-02,50,21,238.1,22.7,113.47,17.9,30.25,21.25,139.64,60
YASHASVI JAISWAL,2021-10-05,12,9,133.33,25.18,124.8,18.18,30.5,17.5,165.13,16
YASHASVI JAISWAL,2021-10-07,0,3,0.0,24.08,125.51,17.42,32.25,18.75,167.22,0
YASHASVI JAISWAL,2022-03-29,20,16,125.0,22.23,115.86,16.31,23.25,13.75,128.08,20
YASHASVI JAISWAL,2022-04-02,1,2,50.0,22.07,116.51,16.29,20.5,12.25,124.11,1
YASHASVI JAISWAL,2022-04-05,4,6,66.67,20.67,112.08,15.33,8.25,7.5,77.08,4
YASHASVI JAISWAL,2022-05-07,68,41,165.85,19.62,109.24,14.75,6.25,6.75,60.42,84
YASHASVI JAISWAL,2022-05-11,19,19,100.0,22.47,112.57,16.29,23.25,16.25,101.88,19
YASHASVI JAISWAL,2022-05-15,41,29,141.38,22.28,111.87,16.44,23.0,17.0,95.63,49
YASHASVI JAISWAL,2022-05-20,59,44,134.09,23.26,113.42,17.11,33.0,23.75,118.48,75
YASHASVI JAISWAL,2022-05-24,3,8,37.5,25.05,114.46,18.45,46.75,33.25,135.33,3
YASHASVI JAISWAL,2022-05-27,21,13,161.54,24.0,110.79,17.95,30.5,25.0,103.24,25
YASHASVI JAISWAL,2022-05-29,22,16,137.5,23.86,113.1,17.73,31.0,23.5,118.63,26
YASHASVI JAISWAL,2023-04-02,54,37,145.95,23.78,114.16,17.65,26.25,20.25,117.66,70
YASHASVI JAISWAL,2023-04-05,11,8,137.5,25.04,115.48,18.46,25.0,18.5,120.62,15
YASHASVI JAISWAL,2023-04-08,60,31,193.55,24.48,116.36,18.04,27.0,18.5,145.62,78
YASHASVI JAISWAL,2023-04-12,10,8,125.0,25.85,119.33,18.54,36.75,23.0,153.62,10
YASHASVI JAISWAL,2023-04-16,1,7,14.29,25.26,119.54,18.15,33.75,21.0,150.5,1
YASHASVI JAISWAL,2023-04-19,44,35,125.71,24.39,115.78,17.75,20.5,13.5,117.58,48
YASHASVI JAISWAL,2023-04-23,47,37,127.03,25.07,116.13,18.34,28.75,20.25,114.64,51
YASHASVI JAISWAL,2023-04-27,77,43,179.07,25.8,116.49,18.97,25.5,21.75,98.01,107
YASHASVI JAISWAL,2023-04-30,124,62,200.0,27.45,118.51,19.74,42.25,30.5,111.52,170
YASHASVI JAISWAL,2023-05-05,14,11,127.27,30.47,121.06,21.06,73.0,44.25,157.95,14
YASHASVI JAISWAL,2023-05-07,35,18,194.44,29.97,121.24,20.76,65.5,38.25,158.34,45
YASHASVI JAISWAL,2023-05-11,98,47,208.51,30.12,123.4,20.68,62.5,33.5,175.2,128
