Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
ROVMAN POWELL,2022-03-27,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ROVMAN POWELL,2022-04-02,20,12,166.67,0.0,0.0,2.0,0.0,2.0,0.0,24
ROVMAN POWELL,2022-04-07,3,10,30.0,10.0,83.34,7.0,10.0,7.0,83.34,3
ROVMAN POWELL,2022-04-10,8,6,133.33,7.67,65.56,8.0,7.67,8.0,65.56,12
ROVMAN POWELL,2022-04-16,0,1,0.0,7.75,82.5,7.5,7.75,7.5,82.5,0
ROVMAN POWELL,2022-04-22,36,15,240.0,6.2,66.0,6.2,7.75,7.25,82.5,46
ROVMAN POWELL,2022-04-28,33,16,206.25,11.17,95.0,7.67,11.75,8.0,100.83,43
ROVMAN POWELL,2022-05-01,35,21,166.67,14.29,110.89,8.86,19.25,9.5,144.9,43
ROVMAN POWELL,2022-05-05,67,35,191.43,16.88,117.86,10.38,26.0,13.25,153.23,85
ROVMAN POWELL,2022-05-08,3,9,33.33,22.44,126.04,13.11,42.75,21.75,201.09,3
ROVMAN POWELL,2022-05-16,2,6,33.33,20.5,116.77,12.7,34.5,20.25,149.42,2
ROVMAN POWELL,2022-05-21,43,34,126.47,18.82,109.18,12.09,26.75,17.75,106.19,47
ROVMAN POWELL,2023-04-01,1,3,33.33,20.83,110.62,13.92,28.75,21.0,96.14,1
ROVMAN POWELL,2023-04-08,2,2,100.0,19.31,104.68,13.08,12.25,13.0,56.61,2
ROVMAN POWELL,2023-04-11,4,4,100.0,18.07,104.34,12.29,12.0,11.25,73.28,4
ROVMAN POWELL,2024-04-13,11,5,220.0,17.13,104.05,11.73,12.5,10.75,89.95,17
ROVMAN POWELL,2024-04-16,26,13,200.0,16.75,111.3,11.31,4.5,3.5,113.33,36
ROVMAN POWELL,2024-05-02,27,15,180.0,17.29,116.52,11.41,10.75,6.0,155.0,37
ROVMAN POWELL,2024-05-07,13,10,130.0,17.83,120.04,11.61,17.0,9.25,175.0,17
ROVMAN POWELL,2024-05-15,4,5,80.0,17.58,120.57,11.53,19.25,10.75,182.5,4
ROVMAN POWELL,2024-05-22,16,8,200.0,16.9,118.54,11.2,17.5,10.75,147.5,22
ROVMAN POWELL,2024-05-24,6,12,50.0,16.86,122.42,11.05,15.0,9.5,147.5,6
