Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
SHASHANK SINGH,2022-04-27,25,6,416.67,0.0,0.0,0.0,0.0,0.0,0.0,31
SHASHANK SINGH,2022-05-01,15,14,107.14,25.0,416.67,6.0,25.0,6.0,416.67,15
SHASHANK SINGH,2022-05-05,10,6,166.67,20.0,261.91,10.0,20.0,10.0,261.91,14
SHASHANK SINGH,2022-05-08,8,9,88.89,16.67,230.16,8.67,16.67,8.67,230.16,8
SHASHANK SINGH,2022-05-14,11,12,91.67,14.5,194.84,8.75,14.5,8.75,194.84,11
SHASHANK SINGH,2024-03-23,0,1,0.0,13.8,174.21,9.4,11.0,10.25,113.59,0
SHASHANK SINGH,2024-03-25,21,8,262.5,11.5,145.17,8.0,7.25,7.0,86.81,27
SHASHANK SINGH,2024-03-30,9,7,128.57,12.86,161.93,8.0,10.0,7.5,110.76,9
SHASHANK SINGH,2024-04-04,61,29,210.34,12.38,157.76,7.88,10.25,7.0,120.68,79
SHASHANK SINGH,2024-04-09,46,25,184.0,17.78,163.61,10.22,22.75,11.25,150.35,56
SHASHANK SINGH,2024-04-13,9,9,100.0,20.6,165.64,11.7,34.25,17.25,196.35,9
SHASHANK SINGH,2024-04-18,41,25,164.0,19.55,159.68,11.45,31.25,17.5,155.73,49
SHASHANK SINGH,2024-04-21,8,12,66.67,21.33,160.04,12.58,39.25,22.0,164.58,8
SHASHANK SINGH,2024-04-26,68,28,242.86,20.31,152.86,12.54,26.0,17.75,128.67,86
SHASHANK SINGH,2024-05-01,25,26,96.15,23.71,159.28,13.64,31.5,18.5,143.38,25
SHASHANK SINGH,2024-05-05,27,20,135.0,23.8,155.08,14.47,35.5,22.75,142.42,35
SHASHANK SINGH,2024-05-09,37,19,194.74,24.0,153.82,14.81,32.0,21.5,135.17,47
SHASHANK SINGH,2024-05-15,0,2,0.0,24.76,156.23,15.06,39.25,23.25,167.19,0
SHASHANK SINGH,2024-05-19,2,4,50.0,23.39,147.55,14.33,22.25,16.75,106.47,2
SHASHANK SINGH,2025-03-25,44,16,275.0,22.26,142.41,13.79,16.5,11.25,94.94,54
SHASHANK SINGH,2025-04-05,10,13,76.92,23.35,149.04,13.9,20.75,10.25,129.94,10
SHASHANK SINGH,2025-04-08,52,36,144.44,22.71,145.61,13.86,14.0,8.75,100.48,68
SHASHANK SINGH,2025-04-12,2,3,66.67,24.05,145.56,14.86,27.0,17.25,136.59,2
SHASHANK SINGH,2025-04-15,18,17,105.88,23.09,142.13,14.35,27.0,17.0,140.76,18
SHASHANK SINGH,2025-04-18,1,5,20.0,22.88,140.62,14.46,20.5,17.25,98.48,1
SHASHANK SINGH,2025-04-20,31,33,93.94,22.0,135.79,14.08,18.25,15.25,84.25,35
SHASHANK SINGH,2025-04-30,23,12,191.67,22.35,134.18,14.81,13.0,14.5,71.62,29
SHASHANK SINGH,2025-05-04,33,15,220.0,22.37,136.31,14.7,18.25,16.75,102.87,43
SHASHANK SINGH,2025-05-18,59,30,196.67,22.75,139.3,14.71,22.0,16.25,131.4,77
SHASHANK SINGH,2025-05-24,11,10,110.0,24.0,141.28,15.24,36.5,22.5,175.57,11
SHASHANK SINGH,2025-05-29,3,5,60.0,23.57,140.24,15.07,31.5,16.75,179.58,3
SHASHANK SINGH,2025-06-01,2,3,66.67,22.9,137.65,14.74,26.5,15.0,146.67,2
