Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
N. TILAK VARMA,2022-03-27,22,15,146.67,0.0,0.0,0.0,0.0,0.0,0.0,26
N. TILAK VARMA,2022-04-02,61,33,184.85,22.0,146.67,15.0,22.0,15.0,146.67,79
N. TILAK VARMA,2022-04-06,38,27,140.74,41.5,165.76,24.0,41.5,24.0,165.76,46
N. TILAK VARMA,2022-04-09,0,3,0.0,40.33,157.42,25.0,40.33,25.0,157.42,0
N. TILAK VARMA,2022-04-13,36,20,180.0,30.25,118.06,19.5,30.25,19.5,118.06,46
N. TILAK VARMA,2022-04-16,26,26,100.0,31.4,130.45,19.6,33.75,20.75,126.4,30
N. TILAK VARMA,2022-04-21,51,43,118.6,30.5,125.38,20.67,25.0,19.0,105.18,63
N. TILAK VARMA,2022-04-24,38,27,140.74,33.43,124.41,23.86,28.25,23.0,99.65,46
N. TILAK VARMA,2022-04-30,35,30,116.67,34.0,126.45,24.25,37.75,29.0,134.84,39
N. TILAK VARMA,2022-05-06,21,16,131.25,34.11,125.36,24.89,37.5,31.5,119.0,25
N. TILAK VARMA,2022-05-09,6,5,120.0,32.8,125.95,24.0,36.25,29.0,126.82,6
N. TILAK VARMA,2022-05-12,34,32,106.25,30.36,125.41,22.27,25.0,19.5,127.16,38
N. TILAK VARMA,2022-05-17,8,9,88.89,30.67,123.81,23.08,24.0,20.75,118.54,8
N. TILAK VARMA,2022-05-21,21,17,123.53,28.92,121.13,22.0,17.25,15.5,111.6,21
N. TILAK VARMA,2023-04-02,84,46,182.61,28.36,121.3,21.64,17.25,15.75,109.67,114
N. TILAK VARMA,2023-04-08,22,18,122.22,32.07,125.39,23.27,36.75,26.0,125.32,22
N. TILAK VARMA,2023-04-11,41,29,141.38,31.44,125.19,22.94,33.75,22.5,129.31,49
N. TILAK VARMA,2023-04-16,30,25,120.0,32.0,126.14,23.29,42.0,27.5,142.44,34
N. TILAK VARMA,2023-04-18,37,17,217.65,31.89,125.8,23.39,44.25,29.5,141.55,47
N. TILAK VARMA,2023-04-22,3,4,75.0,32.16,130.63,23.05,32.5,22.25,150.31,3
N. TILAK VARMA,2023-04-25,2,3,66.67,30.7,127.85,22.1,27.75,18.75,138.51,2
N. TILAK VARMA,2023-04-30,29,21,138.1,29.33,124.94,21.19,18.0,12.25,119.83,37
N. TILAK VARMA,2023-05-03,26,10,260.0,29.32,125.54,21.18,17.75,11.25,124.36,36
N. TILAK VARMA,2023-05-24,26,22,118.18,29.17,131.38,20.7,15.0,9.5,134.94,30
N. TILAK VARMA,2023-05-26,43,14,307.14,29.04,130.83,20.75,20.75,14.0,145.74,53
N. TILAK VARMA,2024-03-24,25,19,131.58,29.6,137.89,20.48,31.0,16.75,205.86,29
N. TILAK VARMA,2024-03-27,64,34,188.24,29.42,137.64,20.42,30.0,16.25,204.22,82
N. TILAK VARMA,2024-04-01,32,29,110.34,30.7,139.52,20.93,39.5,22.25,186.28,36
N. TILAK VARMA,2024-04-07,6,5,120.0,30.75,138.48,21.21,41.0,24.0,184.32,6
N. TILAK VARMA,2024-04-11,16,10,160.0,29.9,137.84,20.66,31.75,21.75,137.54,20
N. TILAK VARMA,2024-04-14,31,20,155.0,29.43,138.58,20.3,29.5,19.5,144.64,39
N. TILAK VARMA,2024-04-18,34,18,188.89,29.48,139.11,20.29,21.25,16.0,136.33,44
N. TILAK VARMA,2024-04-22,65,45,144.44,29.62,140.66,20.22,21.75,13.25,155.97,81
N. TILAK VARMA,2024-04-27,63,32,196.88,30.7,140.78,20.97,36.5,23.25,162.08,81
N. TILAK VARMA,2024-04-30,7,11,63.64,31.65,142.43,21.29,48.25,28.75,171.3,7
N. TILAK VARMA,2024-05-03,4,6,66.67,30.94,140.18,21.0,42.25,26.5,148.46,4
N. TILAK VARMA,2024-05-06,37,32,115.62,30.19,138.13,20.58,34.75,23.5,117.91,41
N. TILAK VARMA,2024-05-11,32,17,188.24,30.38,137.53,20.89,27.75,20.25,110.7,42
N. TILAK VARMA,2025-03-23,31,25,124.0,30.42,138.86,20.79,20.0,16.5,108.54,35
N. TILAK VARMA,2025-03-29,39,36,108.33,30.44,138.48,20.9,26.0,20.0,123.63,43
N. TILAK VARMA,2025-04-04,25,23,108.7,30.65,137.73,21.28,34.75,27.5,134.05,25
N. TILAK VARMA,2025-04-07,56,29,193.1,30.51,137.02,21.32,31.75,25.25,132.32,74
N. TILAK VARMA,2025-04-13,59,33,178.79,31.12,138.35,21.5,37.75,28.25,133.53,77
N. TILAK VARMA,2025-04-17,21,17,123.53,31.77,139.29,21.77,44.75,30.25,147.23,21
N. TILAK VARMA,2025-04-23,2,2,100.0,31.52,138.93,21.66,40.25,25.5,151.03,2
N. TILAK VARMA,2025-04-27,6,5,120.0,30.87,138.07,21.22,34.5,20.25,148.85,6
N. TILAK VARMA,2025-05-06,7,7,100.0,30.33,137.68,20.87,22.0,14.25,130.58,7
N. TILAK VARMA,2025-05-21,27,27,100.0,29.83,136.88,20.57,9.0,7.75,110.88,31
N. TILAK VARMA,2025-05-26,1,4,25.0,29.77,136.11,20.71,10.5,10.25,105.0,1
N. TILAK VARMA,2025-05-30,25,11,227.27,29.18,133.84,20.37,10.25,10.75,86.25,31
