Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
FAF DU PLESSIS,2012-04-04,3,2,150.0,0.0,0.0,0.0,0.0,0.0,0.0,7
FAF DU PLESSIS,2012-04-07,39,25,156.0,3.0,150.0,2.0,3.0,2.0,150.0,47
FAF DU PLESSIS,2012-04-10,15,12,125.0,21.0,153.0,13.5,21.0,13.5,153.0,15
FAF DU PLESSIS,2012-04-12,71,46,154.35,19.0,143.67,13.0,19.0,13.0,143.67,87
FAF DU PLESSIS,2012-04-14,43,33,130.3,32.0,146.34,21.25,32.0,21.25,146.34,51
FAF DU PLESSIS,2012-04-19,58,48,120.83,34.2,143.13,23.6,42.0,29.0,141.41,70
FAF DU PLESSIS,2012-04-21,73,52,140.38,38.17,139.41,27.67,46.75,34.75,132.62,89
FAF DU PLESSIS,2012-04-28,29,20,145.0,43.14,139.55,31.14,61.25,44.75,136.46,37
FAF DU PLESSIS,2012-04-30,3,4,75.0,41.38,140.23,29.75,50.75,38.25,134.13,3
FAF DU PLESSIS,2012-05-04,42,35,120.0,37.11,132.98,26.89,40.75,31.0,120.3,46
FAF DU PLESSIS,2012-05-06,9,11,81.82,37.6,131.69,27.7,36.75,27.75,120.1,9
FAF DU PLESSIS,2012-05-14,13,16,81.25,35.0,127.15,26.18,20.75,17.5,105.46,13
FAF DU PLESSIS,2014-04-21,24,17,141.18,33.17,123.33,25.33,16.75,16.5,89.52,28
FAF DU PLESSIS,2014-04-23,7,9,77.78,32.46,124.7,24.69,22.0,19.75,106.06,7
FAF DU PLESSIS,2014-04-25,20,25,80.0,30.64,121.35,23.57,13.25,13.25,95.51,20
FAF DU PLESSIS,2014-04-27,0,1,0.0,29.93,118.59,23.67,16.0,16.75,95.05,0
FAF DU PLESSIS,2014-05-07,52,25,208.0,28.06,111.18,22.25,12.75,13.0,74.74,70
FAF DU PLESSIS,2014-05-10,31,24,129.17,29.47,116.88,22.41,19.75,15.0,91.44,35
FAF DU PLESSIS,2014-05-13,38,39,97.44,29.56,117.56,22.5,25.75,18.75,104.29,42
FAF DU PLESSIS,2014-05-20,23,20,115.0,30.0,116.5,23.37,30.25,22.25,108.65,23
FAF DU PLESSIS,2014-05-22,19,11,172.73,29.65,116.42,23.2,36.0,27.0,137.4,25
FAF DU PLESSIS,2014-05-24,54,43,125.58,29.14,119.11,22.62,27.75,23.5,128.58,66
FAF DU PLESSIS,2014-05-28,35,20,175.0,30.27,119.4,23.55,33.5,28.25,127.69,45
FAF DU PLESSIS,2014-05-30,0,1,0.0,30.48,121.82,23.39,32.75,23.5,147.08,0
FAF DU PLESSIS,2015-04-09,32,24,133.33,29.21,116.74,22.46,27.0,18.75,118.33,40
FAF DU PLESSIS,2015-04-17,11,13,84.62,29.32,117.41,22.52,30.25,22.0,108.48,11
FAF DU PLESSIS,2015-04-19,1,3,33.33,28.62,116.14,22.15,19.5,14.5,98.24,1
FAF DU PLESSIS,2015-04-22,33,18,183.33,27.59,113.08,21.44,11.0,10.25,62.82,43
FAF DU PLESSIS,2015-04-28,29,29,100.0,27.79,115.59,21.32,19.25,14.5,108.65,33
FAF DU PLESSIS,2015-04-30,20,11,181.82,27.83,115.05,21.59,18.5,15.75,100.32,26
