Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
SHREYAS IYER,2015-04-09,7,7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,7
SHREYAS IYER,2015-04-12,40,30,133.33,7.0,100.0,7.0,7.0,7.0,100.0,48
SHREYAS IYER,2015-04-15,6,5,120.0,23.5,116.66,18.5,23.5,18.5,116.66,6
SHREYAS IYER,2015-04-18,60,40,150.0,17.67,117.78,14.0,17.67,14.0,117.78,76
SHREYAS IYER,2015-04-20,31,24,129.17,28.25,125.83,20.5,28.25,20.5,125.83,35
SHREYAS IYER,2015-04-23,83,56,148.21,28.8,126.5,21.2,34.25,24.75,133.12,111
SHREYAS IYER,2015-04-26,0,1,0.0,37.83,130.12,27.0,45.0,31.25,136.84,0
SHREYAS IYER,2015-05-01,54,40,135.0,32.43,111.53,23.29,43.5,30.25,106.84,70
SHREYAS IYER,2015-05-03,9,12,75.0,35.12,114.46,25.38,42.0,30.25,103.1,9
SHREYAS IYER,2015-05-05,19,18,105.56,32.22,110.08,23.89,36.5,27.25,89.55,19
SHREYAS IYER,2015-05-07,40,35,114.29,30.9,109.63,23.3,20.5,17.75,78.89,44
SHREYAS IYER,2015-05-09,0,7,0.0,31.73,110.05,24.36,30.5,26.25,107.46,0
SHREYAS IYER,2015-05-12,70,49,142.86,29.08,100.88,22.92,17.0,18.0,73.71,86
SHREYAS IYER,2015-05-17,20,18,111.11,32.23,104.11,24.92,32.25,27.25,90.68,20
SHREYAS IYER,2016-04-10,0,3,0.0,31.36,104.61,24.43,32.5,27.25,92.07,0
SHREYAS IYER,2016-04-15,3,5,60.0,29.27,97.64,23.0,22.5,19.25,63.49,3
SHREYAS IYER,2016-04-17,0,4,0.0,27.62,95.28,21.88,23.25,18.75,78.49,0
SHREYAS IYER,2016-04-23,19,20,95.0,26.0,89.68,20.82,5.75,7.5,42.78,19
SHREYAS IYER,2016-04-30,0,1,0.0,25.61,89.97,20.78,5.5,8.0,38.75,0
SHREYAS IYER,2016-05-17,8,10,80.0,24.26,85.24,19.74,5.5,7.5,38.75,8
SHREYAS IYER,2017-04-15,22,17,129.41,23.45,84.98,19.25,6.75,8.75,43.75,22
SHREYAS IYER,2017-04-17,26,17,152.94,23.38,87.09,19.14,12.25,12.0,76.1,34
SHREYAS IYER,2017-04-19,50,31,161.29,23.5,90.09,19.05,14.0,11.25,90.59,58
