Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
JACOB BETHELL,2025-04-27,12,6,200.0,0.0,0.0,0.0,0.0,0.0,0.0,18
JACOB BETHELL,2025-05-03,55,33,166.67,12.0,200.0,6.0,12.0,6.0,200.0,71
