Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
KAMINDU MENDIS,2025-04-03,27,20,135.0,0.0,0.0,0.0,0.0,0.0,0.0,35
KAMINDU MENDIS,2025-04-06,1,5,20.0,27.0,135.0,20.0,27.0,20.0,135.0,1
