Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
KULDEEP YADAV,2017-04-23,4,7,57.14,0.0,0.0,0.0,0.0,0.0,0.0,4
KULDEEP YADAV,2017-05-13,16,15,106.67,4.0,57.14,7.0,4.0,7.0,57.14,16
KULDEEP YADAV,2018-04-27,7,6,116.67,10.0,81.9,11.0,10.0,11.0,81.9,7
KULDEEP YADAV,2018-05-09,5,15,33.33,9.0,93.49,9.33,9.0,9.33,93.49,5
KULDEEP YADAV,2018-05-25,0,3,0.0,8.0,78.45,10.75,8.0,10.75,78.45,0
KULDEEP YADAV,2019-03-30,10,5,200.0,6.4,62.76,9.2,7.0,9.75,64.17,16
KULDEEP YADAV,2019-04-09,0,1,0.0,7.0,85.64,8.5,5.5,7.25,87.5,0
KULDEEP YADAV,2019-04-12,2,2,100.0,6.0,73.4,7.43,3.75,6.0,58.33,2
KULDEEP YADAV,2019-04-14,0,0,,5.5,76.73,6.75,3.0,2.75,75.0,0
KULDEEP YADAV,2020-09-23,1,2,50.0,4.89,76.73,6.0,3.0,2.0,100.0,1
KULDEEP YADAV,2020-10-21,12,19,63.16,4.5,73.76,5.6,0.75,1.25,50.0,12
KULDEEP YADAV,2022-04-02,14,14,100.0,5.18,72.7,6.82,3.75,5.75,71.05,14
KULDEEP YADAV,2022-04-16,10,7,142.86,5.92,75.18,7.42,6.75,8.75,71.05,14
KULDEEP YADAV,2022-04-22,0,3,0.0,6.23,80.82,7.38,9.25,10.5,89.0,0
KULDEEP YADAV,2022-05-01,16,8,200.0,5.79,74.6,7.07,9.0,10.75,76.5,22
KULDEEP YADAV,2022-05-08,5,17,29.41,6.47,83.56,7.13,10.0,8.0,110.72,5
KULDEEP YADAV,2022-05-16,2,2,100.0,6.38,79.95,7.75,7.75,8.75,93.07,2
KULDEEP YADAV,2022-05-21,1,1,100.0,6.12,81.2,7.41,5.75,7.5,82.35,1
KULDEEP YADAV,2023-04-01,6,10,60.0,5.83,82.31,7.06,6.0,7.0,107.35,6
KULDEEP YADAV,2023-04-04,1,1,100.0,5.84,81.07,7.21,3.5,7.5,72.35,1
KULDEEP YADAV,2023-04-08,3,7,42.86,5.6,82.07,6.9,2.5,3.5,90.0,3
KULDEEP YADAV,2023-04-11,0,1,0.0,5.48,80.1,6.9,2.75,4.75,75.71,0
KULDEEP YADAV,2023-04-15,7,6,116.67,5.23,76.29,6.64,2.5,4.75,50.72,7
KULDEEP YADAV,2023-04-24,4,3,133.33,5.3,78.13,6.61,2.75,3.75,64.88,8
KULDEEP YADAV,2023-05-02,0,1,0.0,5.25,80.53,6.46,3.5,4.25,73.22,0
KULDEEP YADAV,2023-05-10,0,1,0.0,5.04,77.17,6.24,2.75,2.75,62.5,0
KULDEEP YADAV,2023-05-13,10,17,58.82,4.85,74.08,6.04,2.75,2.75,62.5,10
KULDEEP YADAV,2023-05-20,0,1,0.0,5.04,73.5,6.44,3.5,5.5,48.04,0
KULDEEP YADAV,2024-03-23,1,2,50.0,4.86,70.77,6.25,2.5,5.0,14.7,1
KULDEEP YADAV,2024-04-20,0,1,0.0,4.72,70.03,6.1,2.75,5.25,27.2,0
KULDEEP YADAV,2024-04-29,35,26,134.62,4.57,67.62,5.93,2.75,5.25,27.2,43
KULDEEP YADAV,2024-05-07,5,2,250.0,5.55,69.85,6.58,9.0,7.5,46.16,11
KULDEEP YADAV,2024-05-12,6,10,60.0,5.53,75.66,6.44,10.25,7.75,108.66,6
KULDEEP YADAV,2025-03-24,5,5,100.0,5.55,75.17,6.55,11.5,9.75,111.16,5
KULDEEP YADAV,2025-04-13,1,1,100.0,5.53,75.93,6.5,12.75,10.75,136.16,1
KULDEEP YADAV,2025-04-19,4,1,400.0,5.4,76.63,6.34,4.25,4.5,127.5,10
