Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
RIYAN PARAG,2019-04-11,16,14,114.29,0.0,0.0,0.0,0.0,0.0,0.0,16
RIYAN PARAG,2019-04-20,43,29,148.28,16.0,114.29,14.0,16.0,14.0,114.29,51
RIYAN PARAG,2019-04-22,4,3,133.33,29.5,131.28,21.5,29.5,21.5,131.28,8
RIYAN PARAG,2019-04-25,47,31,151.61,21.0,131.97,15.33,21.0,15.33,131.97,55
RIYAN PARAG,2019-05-04,50,49,102.04,27.5,136.88,19.25,27.5,19.25,136.88,54
RIYAN PARAG,2020-09-22,6,4,150.0,32.0,129.91,25.2,36.0,28.0,133.82,10
RIYAN PARAG,2020-09-27,0,2,0.0,27.67,133.26,21.67,26.75,21.75,134.24,0
RIYAN PARAG,2020-09-30,1,6,16.67,23.71,114.22,18.86,25.75,21.5,100.91,1
RIYAN PARAG,2020-10-03,16,18,88.89,20.88,102.03,17.25,14.25,15.25,67.18,16
RIYAN PARAG,2020-10-11,42,26,161.54,20.33,100.57,17.33,5.75,7.5,63.89,50
RIYAN PARAG,2020-10-14,1,2,50.0,22.5,106.66,18.2,14.75,13.0,66.78,1
RIYAN PARAG,2020-10-22,20,12,166.67,20.55,101.51,16.73,15.0,13.0,79.28,24
RIYAN PARAG,2020-11-01,0,7,0.0,20.5,106.94,16.33,19.75,14.5,116.78,0
RIYAN PARAG,2021-04-12,25,11,227.27,18.92,98.72,15.62,15.75,11.75,94.55,31
RIYAN PARAG,2021-04-15,2,5,40.0,19.36,107.9,15.29,11.5,8.0,110.99,2
RIYAN PARAG,2021-04-19,3,7,42.86,18.2,103.37,14.6,11.75,8.75,108.49,3
RIYAN PARAG,2021-04-22,25,16,156.25,17.25,99.59,14.12,7.5,7.5,77.53,29
RIYAN PARAG,2021-04-29,8,7,114.29,17.71,102.92,14.24,13.75,9.75,116.6,8
RIYAN PARAG,2021-05-02,15,8,187.5,17.17,103.56,13.83,9.5,8.75,88.35,21
RIYAN PARAG,2021-09-21,4,5,80.0,17.05,107.97,13.53,12.75,9.5,125.22,4
RIYAN PARAG,2021-09-25,2,7,28.57,16.4,106.57,13.1,13.0,9.0,134.51,2
RIYAN PARAG,2021-09-27,0,1,0.0,15.71,102.86,12.81,7.25,6.75,102.59,0
RIYAN PARAG,2021-09-29,9,16,56.25,15.0,98.18,12.27,5.25,5.25,74.02,9
RIYAN PARAG,2022-03-29,12,9,133.33,14.74,96.36,12.43,3.75,7.25,41.2,16
RIYAN PARAG,2022-04-02,5,4,125.0,14.62,97.9,12.29,5.75,8.25,54.54,5
RIYAN PARAG,2022-04-10,8,4,200.0,14.24,98.99,11.96,6.5,7.5,78.65,14
RIYAN PARAG,2022-04-14,18,16,112.5,14.0,102.87,11.65,8.5,8.25,128.65,18
RIYAN PARAG,2022-04-18,5,3,166.67,14.15,103.23,11.81,10.75,8.25,142.71,9
RIYAN PARAG,2022-04-26,56,31,180.65,13.82,105.49,11.5,9.0,6.75,151.04,74
RIYAN PARAG,2022-04-30,3,3,100.0,15.28,108.08,12.17,21.75,13.5,164.96,3
RIYAN PARAG,2022-05-02,19,12,158.33,14.87,107.82,11.87,20.5,13.25,139.95,23
RIYAN PARAG,2022-05-07,0,1,0.0,15.0,109.44,11.87,20.75,12.25,151.41,0
RIYAN PARAG,2022-05-11,9,5,180.0,14.53,106.02,11.53,19.5,11.75,109.74,15
RIYAN PARAG,2022-05-15,19,16,118.75,14.36,108.27,11.33,7.75,5.25,109.58,19
RIYAN PARAG,2022-05-20,10,10,100.0,14.5,108.57,11.47,11.75,8.5,114.27,10
RIYAN PARAG,2022-05-24,4,3,133.33,14.37,108.33,11.43,9.5,8.0,99.69,8
RIYAN PARAG,2022-05-29,15,15,100.0,14.08,109.02,11.19,10.5,8.5,133.02,15
RIYAN PARAG,2023-04-02,7,6,116.67,14.11,108.78,11.3,12.0,11.0,113.02,7
RIYAN PARAG,2023-04-05,20,12,166.67,13.92,108.99,11.16,9.0,8.5,112.5,24
RIYAN PARAG,2023-04-08,7,11,63.64,14.08,110.47,11.18,11.5,9.0,129.17,7
RIYAN PARAG,2023-04-16,5,7,71.43,13.9,109.3,11.18,12.25,11.0,111.74,5
RIYAN PARAG,2023-04-19,15,12,125.0,13.68,108.37,11.07,9.75,9.0,104.6,15
RIYAN PARAG,2023-05-05,4,6,66.67,13.71,108.77,11.1,11.75,10.5,106.68,4
RIYAN PARAG,2023-05-19,20,12,166.67,13.49,107.79,10.98,7.75,9.0,81.68,24
RIYAN PARAG,2024-03-24,43,29,148.28,13.64,109.13,11.0,11.0,9.25,107.44,51
RIYAN PARAG,2024-03-28,84,45,186.67,14.29,110.0,11.4,20.5,14.75,126.66,114
RIYAN PARAG,2024-04-01,54,39,138.46,15.8,111.66,12.13,37.75,23.0,142.07,70
RIYAN PARAG,2024-04-06,4,4,100.0,16.62,112.23,12.7,50.25,31.25,160.02,4
RIYAN PARAG,2024-04-10,76,48,158.33,16.35,111.98,12.52,46.25,29.25,143.35,104
RIYAN PARAG,2024-04-13,23,18,127.78,17.57,112.93,13.24,54.5,34.0,145.86,23
RIYAN PARAG,2024-04-16,34,14,242.86,17.68,113.22,13.34,39.25,27.25,131.14,44
RIYAN PARAG,2024-04-27,14,11,127.27,18.0,115.76,13.35,34.25,21.0,157.24,14
RIYAN PARAG,2024-05-02,77,49,157.14,17.92,115.99,13.31,36.75,22.75,164.06,105
RIYAN PARAG,2024-05-07,27,22,122.73,19.04,116.76,13.98,37.0,23.0,163.76,31
RIYAN PARAG,2024-05-12,47,35,134.29,19.19,116.87,14.13,38.0,24.0,162.5,55
RIYAN PARAG,2024-05-15,48,34,141.18,19.69,117.19,14.51,41.25,29.25,135.36,56
RIYAN PARAG,2024-05-22,36,26,138.46,20.2,117.62,14.86,49.75,35.0,138.83,44
RIYAN PARAG,2024-05-24,6,10,60.0,20.47,117.98,15.05,39.5,29.25,134.16,6
RIYAN PARAG,2025-03-23,4,2,200.0,20.22,116.98,14.97,34.25,26.25,118.48,10
RIYAN PARAG,2025-03-26,25,15,166.67,19.95,118.39,14.75,23.5,18.0,134.91,29
RIYAN PARAG,2025-03-30,37,28,132.14,20.03,119.2,14.75,17.75,13.25,141.28,45
RIYAN PARAG,2025-04-05,43,25,172.0,20.31,119.41,14.97,18.0,13.75,139.7,53
RIYAN PARAG,2025-04-09,26,14,185.71,20.68,120.26,15.13,27.25,17.5,167.7,36
RIYAN PARAG,2025-04-13,30,22,136.36,20.76,121.3,15.11,32.75,20.5,164.13,38
RIYAN PARAG,2025-04-16,8,11,72.73,20.91,121.53,15.22,34.0,22.25,156.55,8
RIYAN PARAG,2025-04-19,39,26,150.0,20.71,120.78,15.15,26.75,18.0,141.7,47
