Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
SANJU SAMSON,2013-04-14,27,23,117.39,0.0,0.0,0.0,0.0,0.0,0.0,31
SANJU SAMSON,2013-04-29,63,41,153.66,27.0,117.39,23.0,27.0,23.0,117.39,79
SANJU SAMSON,2013-05-03,40,36,111.11,45.0,135.52,32.0,45.0,32.0,135.52,44
SANJU SAMSON,2013-05-05,10,6,166.67,43.33,127.39,33.33,43.33,33.33,127.39,14
SANJU SAMSON,2013-05-09,47,33,142.42,35.0,137.21,26.5,35.0,26.5,137.21,55
SANJU SAMSON,2013-05-12,0,5,0.0,37.4,138.25,27.8,40.0,29.0,143.46,0
SANJU SAMSON,2013-05-15,4,4,100.0,31.17,115.21,24.0,24.25,20.0,105.05,4
SANJU SAMSON,2013-05-17,5,7,71.43,27.29,113.04,21.14,15.25,12.0,102.27,5
SANJU SAMSON,2013-05-22,10,21,47.62,24.5,107.84,19.38,14.0,12.25,78.46,10
SANJU SAMSON,2013-05-24,0,2,0.0,22.89,101.14,19.56,4.75,9.25,54.76,0
SANJU SAMSON,2014-04-18,3,9,33.33,20.6,91.03,17.8,4.75,8.5,54.76,3
SANJU SAMSON,2014-04-20,52,34,152.94,19.0,85.78,17.0,4.5,9.75,38.1,68
SANJU SAMSON,2014-04-23,16,16,100.0,21.75,91.38,18.42,16.25,16.5,58.47,16
SANJU SAMSON,2014-04-26,2,6,33.33,21.31,92.04,18.23,17.75,15.25,71.57,2
SANJU SAMSON,2014-04-29,20,19,105.26,19.93,87.85,17.36,18.25,16.25,79.9,20
SANJU SAMSON,2014-05-03,34,28,121.43,19.93,89.01,17.47,22.5,18.75,97.88,38
SANJU SAMSON,2014-05-05,37,31,119.35,20.81,91.04,18.12,18.0,17.25,90.0,41
SANJU SAMSON,2014-05-08,16,16,100.0,21.76,92.7,18.88,23.25,21.0,94.84,16
SANJU SAMSON,2014-05-11,13,8,162.5,21.44,93.11,18.72,26.75,23.5,111.51,17
SANJU SAMSON,2014-05-15,40,25,160.0,21.0,96.76,18.16,25.0,20.75,125.82,48
SANJU SAMSON,2014-05-19,2,5,40.0,21.95,99.92,18.5,26.5,20.0,135.46,2
SANJU SAMSON,2014-05-23,30,29,103.45,21.0,97.07,17.86,17.75,13.5,115.62,34
SANJU SAMSON,2014-05-25,74,47,157.45,21.41,97.36,18.36,21.25,16.75,116.49,90
SANJU SAMSON,2015-04-10,5,6,83.33,23.7,99.97,19.61,36.5,26.5,115.22,5
SANJU SAMSON,2015-04-12,11,12,91.67,22.92,99.28,19.04,27.75,21.75,96.06,11
SANJU SAMSON,2015-04-14,17,16,106.25,22.44,98.97,18.76,30.0,23.5,108.98,17
SANJU SAMSON,2015-04-16,26,30,86.67,22.23,99.25,18.65,26.75,20.25,109.68,30
SANJU SAMSON,2015-04-21,5,2,250.0,22.37,98.79,19.07,14.75,16.0,91.98,11
SANJU SAMSON,2015-04-24,4,7,57.14,21.75,104.19,18.46,14.75,15.0,133.65,4
SANJU SAMSON,2015-05-01,76,46,165.22,21.14,102.57,18.07,13.0,13.75,125.02,104
