Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
AIDEN MARKRAM,2021-09-21,26,20,130.0,0.0,0.0,0.0,0.0,0.0,0.0,34
AIDEN MARKRAM,2021-09-25,27,32,84.38,26.0,130.0,20.0,26.0,20.0,130.0,31
AIDEN MARKRAM,2021-09-28,42,29,144.83,26.5,107.19,26.0,26.5,26.0,107.19,50
AIDEN MARKRAM,2021-10-01,18,16,112.5,31.67,119.74,27.0,31.67,27.0,119.74,18
AIDEN MARKRAM,2021-10-03,20,14,142.86,28.25,117.93,24.25,28.25,24.25,117.93,24
AIDEN MARKRAM,2021-10-07,13,8,162.5,26.6,122.91,22.2,26.75,22.75,121.14,17
AIDEN MARKRAM,2022-03-29,57,41,139.02,24.33,129.51,19.83,23.25,16.75,140.67,73
AIDEN MARKRAM,2022-04-04,12,14,85.71,29.0,130.87,22.86,27.0,19.75,139.22,12
AIDEN MARKRAM,2022-04-11,12,8,150.0,26.88,125.22,21.75,25.5,19.25,132.52,16
AIDEN MARKRAM,2022-04-15,68,36,188.89,25.22,127.98,20.22,23.5,17.75,134.31,86
AIDEN MARKRAM,2022-04-17,41,27,151.85,29.5,134.07,21.8,37.25,24.75,140.9,49
AIDEN MARKRAM,2022-04-27,56,40,140.0,30.55,135.69,22.27,33.25,21.25,144.11,72
AIDEN MARKRAM,2022-05-01,17,10,170.0,32.67,136.04,23.75,44.25,27.75,157.68,21
AIDEN MARKRAM,2022-05-05,42,25,168.0,31.46,138.66,22.69,45.5,28.25,162.68,50
AIDEN MARKRAM,2022-05-08,21,27,77.78,32.21,140.75,22.86,39.0,25.5,157.46,21
AIDEN MARKRAM,2022-05-14,32,25,128.0,31.47,136.55,23.13,34.0,25.5,138.94,36
AIDEN MARKRAM,2022-05-17,2,4,50.0,31.5,136.02,23.25,28.0,21.75,135.94,2
AIDEN MARKRAM,2022-05-22,21,17,123.53,29.76,130.96,22.12,24.25,20.25,105.94,21
AIDEN MARKRAM,2023-04-07,0,1,0.0,29.28,130.55,21.83,19.0,18.25,94.83,0
AIDEN MARKRAM,2023-04-09,37,21,176.19,27.74,123.68,20.74,13.75,11.75,75.38,47
AIDEN MARKRAM,2023-04-14,50,26,192.31,28.2,126.3,20.75,15.0,10.75,87.43,60
AIDEN MARKRAM,2023-04-18,22,17,129.41,29.24,129.45,21.0,27.0,16.25,123.01,22
AIDEN MARKRAM,2023-04-21,12,12,100.0,28.91,129.44,20.82,27.25,16.25,124.48,12
AIDEN MARKRAM,2023-04-24,3,5,60.0,28.17,128.16,20.43,30.25,19.0,149.48,3
AIDEN MARKRAM,2023-04-29,8,13,61.54,27.12,125.32,19.79,21.75,15.0,120.43,8
AIDEN MARKRAM,2023-05-04,41,40,102.5,26.36,122.77,19.52,11.25,11.75,87.74,45
AIDEN MARKRAM,2023-05-07,6,5,120.0,26.92,121.99,20.31,16.0,17.5,81.01,6
AIDEN MARKRAM,2023-05-13,28,20,140.0,26.15,121.92,19.74,14.5,15.75,86.01,36
AIDEN MARKRAM,2023-05-15,10,10,100.0,26.21,122.56,19.75,20.75,19.5,106.01,10
AIDEN MARKRAM,2023-05-18,18,20,90.0,25.66,121.79,19.41,21.25,18.75,115.62,18
AIDEN MARKRAM,2023-05-21,13,7,185.71,25.4,120.73,19.43,15.5,13.75,112.5,19
AIDEN MARKRAM,2024-03-23,18,13,138.46,25.0,122.82,19.03,17.25,14.25,128.93,22
AIDEN MARKRAM,2024-03-27,42,28,150.0,24.78,123.31,18.84,14.75,12.5,128.54,50
AIDEN MARKRAM,2024-03-31,17,19,89.47,25.3,124.12,19.12,22.75,17.0,141.04,17
AIDEN MARKRAM,2024-04-05,50,36,138.89,25.06,123.1,19.12,22.5,16.75,140.91,58
AIDEN MARKRAM,2024-04-09,0,2,0.0,25.77,123.55,19.6,31.75,24.0,129.2,0
AIDEN MARKRAM,2024-04-15,32,17,188.24,25.06,120.12,19.11,27.25,21.25,94.59,42
AIDEN MARKRAM,2024-04-20,1,3,33.33,25.24,121.96,19.05,24.75,18.5,104.15,1
AIDEN MARKRAM,2024-04-25,7,8,87.5,24.61,119.63,18.63,20.75,14.5,90.12,7
AIDEN MARKRAM,2024-04-28,32,26,123.08,24.15,118.81,18.36,10.0,7.5,77.27,36
AIDEN MARKRAM,2024-05-24,1,2,50.0,24.35,118.91,18.55,18.0,13.5,108.04,1
AIDEN MARKRAM,2024-05-26,20,23,86.96,23.78,117.23,18.15,10.25,9.75,73.48,20
AIDEN MARKRAM,2025-03-24,15,13,115.38,23.69,116.51,18.26,15.0,14.75,86.88,15
AIDEN MARKRAM,2025-03-27,1,4,25.0,23.49,116.48,18.14,17.0,16.0,93.86,1
AIDEN MARKRAM,2025-04-01,28,18,155.56,22.98,114.4,17.82,9.25,10.5,69.33,36
AIDEN MARKRAM,2025-04-04,53,38,139.47,23.09,115.32,17.82,16.0,14.5,95.72,69
AIDEN MARKRAM,2025-04-08,47,28,167.86,23.74,115.84,18.26,24.25,18.25,108.85,55
AIDEN MARKRAM,2025-04-12,58,31,187.1,24.23,116.95,18.47,32.25,22.0,121.97,76
AIDEN MARKRAM,2025-04-14,6,6,100.0,24.94,118.41,18.73,46.5,28.75,162.5,6
AIDEN MARKRAM,2025-04-19,66,45,146.67,24.55,118.04,18.47,41.0,25.75,148.61,82
AIDEN MARKRAM,2025-04-22,52,33,157.58,25.38,118.61,19.0,44.25,27.5,150.41,68
AIDEN MARKRAM,2025-04-27,9,11,81.82,25.9,119.37,19.27,45.5,28.75,147.84,9
