Name,Date,Runs,B/F,Batting S/R,Career Runs Avg,Career Batting S/R Avg,Career B/F Avg,Rolling Runs Avg,Rolling B/F Avg,Rolling Batting S/R Avg,Batting Match Points
DEVON CONWAY,2022-03-26,3,8,37.5,0.0,0.0,0.0,0.0,0.0,0.0,3
DEVON CONWAY,2022-05-01,85,55,154.55,3.0,37.5,8.0,3.0,8.0,37.5,113
DEVON CONWAY,2022-05-04,56,37,151.35,44.0,96.02,31.5,44.0,31.5,96.02,72
DEVON CONWAY,2022-05-08,87,49,177.55,48.0,114.47,33.33,48.0,33.33,114.47,117
DEVON CONWAY,2022-05-12,0,1,0.0,57.75,130.24,37.25,57.75,37.25,130.24,0
DEVON CONWAY,2022-05-15,5,9,55.56,46.2,104.19,30.0,57.0,35.5,120.86,5
DEVON CONWAY,2022-05-20,16,14,114.29,39.33,96.08,26.5,37.0,24.0,96.12,16
DEVON CONWAY,2023-03-31,1,6,16.67,36.0,98.69,24.71,27.0,18.25,86.85,1
DEVON CONWAY,2023-04-03,47,29,162.07,31.62,88.43,22.38,5.5,7.5,46.63,55
DEVON CONWAY,2023-04-08,0,4,0.0,33.33,96.62,23.11,17.25,14.5,87.15,0
DEVON CONWAY,2023-04-12,50,38,131.58,30.0,86.95,21.2,16.0,13.25,73.26,58
DEVON CONWAY,2023-04-17,83,45,184.44,31.82,91.01,22.73,24.5,19.25,77.58,113
DEVON CONWAY,2023-04-21,77,57,135.09,36.08,98.8,24.58,45.0,29.0,119.52,105
DEVON CONWAY,2023-04-23,56,40,140.0,39.23,101.59,27.08,52.5,36.0,112.78,72
DEVON CONWAY,2023-04-27,8,16,50.0,40.43,104.33,28.0,66.5,45.0,147.78,8
DEVON CONWAY,2023-04-30,92,52,176.92,38.27,100.71,27.2,56.0,39.5,127.38,122
DEVON CONWAY,2023-05-06,44,42,104.76,41.62,105.47,28.75,58.25,41.25,125.5,48
DEVON CONWAY,2023-05-10,10,13,76.92,41.76,105.43,29.53,50.0,37.5,117.92,10
DEVON CONWAY,2023-05-14,30,28,107.14,40.0,103.85,28.61,38.5,30.75,102.15,34
DEVON CONWAY,2023-05-20,87,52,167.31,39.47,104.02,28.58,44.0,33.75,116.44,115
DEVON CONWAY,2023-05-23,40,34,117.65,41.85,107.19,29.75,42.75,33.75,114.03,44
DEVON CONWAY,2023-05-29,47,25,188.0,41.76,107.68,29.95,41.75,31.75,117.26,57
DEVON CONWAY,2025-04-05,13,14,92.86,42.0,111.33,29.73,51.0,34.75,145.02,13
DEVON CONWAY,2025-04-08,69,49,140.82,40.74,110.53,29.04,46.75,31.25,141.46,85
DEVON CONWAY,2025-04-11,12,11,109.09,41.92,111.79,29.88,42.25,30.5,134.83,12
